dataset,repeat,split_id,split_seed,split_policy,split_part,node_idx
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,135
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,187
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,131
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,143
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,189
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,4
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,52
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,200
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,199
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,224
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,20
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,208
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,98
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,206
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,0
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,59
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,78
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,228
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,36
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,21
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,84
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,108
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,28
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,24
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,38
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,148
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,87
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,53
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,181
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,110
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,26
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,115
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,113
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,158
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,196
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,152
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,127
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,6
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,128
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,217
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,242
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,215
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,211
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,117
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,213
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,122
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,69
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,236
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,225
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,94
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,216
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,209
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,246
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,73
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,129
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,43
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,109
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,88
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,220
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,168
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,133
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,230
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,172
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,85
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,125
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,11
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,45
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,61
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,142
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,250
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,62
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,29
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,70
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,68
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,33
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,226
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,41
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,162
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,111
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,3
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,174
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,238
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,203
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,40
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,170
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,72
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,164
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,2
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,105
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,163
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,120
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,221
wisconsin,5,,20260424,random_stratified_matching_fixed_split0_class_counts,train,25
