stage,changed_class,trial_dim,class_dims_json,objective,val_acc,balanced_norm_true_residual,balanced_true_explained_ratio,mean_fp_rate,mean_dim_frac,accepted,reason,split,global_val_dim,global_obj_dim,base_objective,base_val_acc,fixed_vs_base,broken_vs_base,break_rate,floor_ok,val_gain_vs_global,coverage_gain_vs_global,fixed_vs_global,broken_vs_global,break_rate_vs_global,candidate_val_acc,candidate_objective,candidate_class_dims_json
greedy_pass_0,4,24,"{""0"": 48, ""1"": 32, ""2"": 48, ""3"": 48, ""4"": 24}",0.6290364225987418,0.6474622770919067,1.7396396299745422,0.39731344359505505,0.08926893172331588,0.8333333333333334,0,no_objective_gain|val_acc_drop|break_rate_high,7,48,48,0.6366097372296574,0.6556927297668038,5,11,0.02301255230125523,1,,,,,,,,
greedy_pass_0,4,32,"{""0"": 48, ""1"": 32, ""2"": 48, ""3"": 48, ""4"": 32}",0.6316265169793212,0.6502057613168725,1.7550287895754788,0.4018372761317993,0.08848194398285529,0.8666666666666667,0,no_objective_gain|val_acc_drop,7,48,48,0.6366097372296574,0.6556927297668038,3,7,0.014644351464435146,1,,,,,,,,
greedy_pass_0,4,64,"{""0"": 48, ""1"": 32, ""2"": 48, ""3"": 48, ""4"": 64}",0.6361240875100422,0.6556927297668038,1.8730257206999206,0.4115078154655821,0.08672081558123793,0.75,0,no_objective_gain,7,48,48,0.6366097372296574,0.6556927297668038,4,4,0.008368200836820083,1,,,,,,,,
greedy_pass_1,0,16,"{""0"": 16, ""1"": 32, ""2"": 48, ""3"": 48, ""4"": 48}",0.6298265923509474,0.6474622770919067,1.6627803875698788,0.3924204177739094,0.08887812681780179,0.7999999999999999,0,protected_class_0_dim_below_32|no_objective_gain|val_acc_drop|break_rate_high,7,48,48,0.6366097372296574,0.6556927297668038,23,29,0.060669456066945605,0,,,,,,,,
greedy_pass_1,0,24,"{""0"": 24, ""1"": 32, ""2"": 48, ""3"": 48, ""4"": 48}",0.6322007697424069,0.6502057613168725,1.699965596291154,0.3980400077109776,0.08820811545323308,0.8333333333333334,0,protected_class_0_dim_below_32|no_objective_gain|val_acc_drop|break_rate_high,7,48,48,0.6366097372296574,0.6556927297668038,17,21,0.043933054393305436,0,,,,,,,,
greedy_pass_1,0,32,"{""0"": 32, ""1"": 32, ""2"": 48, ""3"": 48, ""4"": 48}",0.638927752853149,0.6570644718792867,1.7147329310605564,0.40201446186209333,0.08653904481569455,0.8666666666666667,0,break_rate_high,7,48,48,0.6366097372296574,0.6556927297668038,12,11,0.02301255230125523,1,,,,,,,,
greedy_pass_1,0,64,"{""0"": 64, ""1"": 32, ""2"": 48, ""3"": 48, ""4"": 48}",0.6183857853340233,0.6392318244170097,1.992056217633262,0.4114767198563727,0.09106918930395462,0.75,0,no_objective_gain|val_acc_drop|break_rate_high,7,48,48,0.6366097372296574,0.6556927297668038,1,13,0.027196652719665274,1,,,,,,,,
greedy_pass_1,1,16,"{""0"": 48, ""1"": 16, ""2"": 48, ""3"": 48, ""4"": 48}",0.6261678656287013,0.644718792866941,1.747328334652373,0.3956820380700196,0.08968526886646615,0.8666666666666667,0,protected_class_1_dim_below_32|no_objective_gain|val_acc_drop|break_rate_high,7,48,48,0.6366097372296574,0.6556927297668038,3,11,0.02301255230125523,0,,,,,,,,
greedy_pass_1,1,24,"{""0"": 48, ""1"": 24, ""2"": 48, ""3"": 48, ""4"": 48}",0.6397494383798851,0.6584362139917695,1.7671310077179037,0.4022789435293178,0.08622906544113255,0.9,0,protected_class_1_dim_below_32,7,48,48,0.6366097372296574,0.6556927297668038,2,0,0.0,0,,,,,,,,
greedy_pass_1,1,48,"{""0"": 48, ""1"": 48, ""2"": 48, ""3"": 48, ""4"": 48}",0.6334565193376989,0.6529492455418381,1.8398859067772482,0.41432302379894,0.08755796157812071,1.0,0,no_objective_gain|val_acc_drop|break_rate_high,7,48,48,0.6366097372296574,0.6556927297668038,7,9,0.01882845188284519,1,,,,,,,,
greedy_pass_1,1,64,"{""0"": 48, ""1"": 64, ""2"": 48, ""3"": 48, ""4"": 48}",0.6257965323226815,0.6460905349794238,1.9386593724323298,0.4189369002242155,0.08915782666579145,0.8,0,no_objective_gain|val_acc_drop|break_rate_high,7,48,48,0.6366097372296574,0.6556927297668038,13,20,0.04184100418410042,1,,,,,,,,
greedy_pass_1,2,16,"{""0"": 48, ""1"": 32, ""2"": 16, ""3"": 48, ""4"": 48}",0.6139725851989053,0.6323731138545954,1.7312033513394653,0.39319222975406953,0.09306320306558626,0.7999999999999999,0,no_objective_gain|val_acc_drop|break_rate_high,7,48,48,0.6366097372296574,0.6556927297668038,14,31,0.06485355648535565,1,,,,,,,,
greedy_pass_1,2,24,"{""0"": 48, ""1"": 32, ""2"": 24, ""3"": 48, ""4"": 48}",0.6248540694051192,0.6433470507544582,1.745018156234592,0.3988630886288479,0.09024594040875536,0.8333333333333334,0,no_objective_gain|val_acc_drop|break_rate_high,7,48,48,0.6366097372296574,0.6556927297668038,11,20,0.04184100418410042,1,,,,,,,,
greedy_pass_1,2,32,"{""0"": 48, ""1"": 32, ""2"": 32, ""3"": 48, ""4"": 48}",0.6259510868070233,0.644718792866941,1.7719050681653576,0.4034168989191068,0.08978281536369166,0.8666666666666667,0,no_objective_gain|val_acc_drop|break_rate_high,7,48,48,0.6366097372296574,0.6556927297668038,7,15,0.03138075313807531,1,,,,,,,,
greedy_pass_1,2,64,"{""0"": 48, ""1"": 32, ""2"": 64, ""3"": 48, ""4"": 48}",0.6388116354472303,0.6584362139917695,1.8796002801764047,0.410514345240453,0.08603165618684613,0.75,0,break_rate_high,7,48,48,0.6366097372296574,0.6556927297668038,12,10,0.02092050209205021,1,,,,,,,,
greedy_pass_1,3,16,"{""0"": 48, ""1"": 32, ""2"": 48, ""3"": 16, ""4"": 48}",0.6301238373470686,0.6488340192043895,1.773533028478027,0.3929730889628636,0.0873371964196055,0.7999999999999999,0,no_objective_gain|val_acc_drop|break_rate_high,7,48,48,0.6366097372296574,0.6556927297668038,28,33,0.06903765690376569,1,,,,,,,,
greedy_pass_1,3,24,"{""0"": 48, ""1"": 32, ""2"": 48, ""3"": 24, ""4"": 48}",0.6312107101196099,0.6502057613168725,1.8005250078475243,0.39809528327384297,0.08744244592746801,0.8333333333333334,0,no_objective_gain|val_acc_drop|break_rate_high,7,48,48,0.6366097372296574,0.6556927297668038,13,17,0.03556485355648536,1,,,,,,,,
greedy_pass_1,3,32,"{""0"": 48, ""1"": 32, ""2"": 48, ""3"": 32, ""4"": 48}",0.6339251659864596,0.6529492455418381,1.8026778796405991,0.4027756253902116,0.08708682969332637,0.8666666666666667,0,no_objective_gain|val_acc_drop|break_rate_high,7,48,48,0.6366097372296574,0.6556927297668038,8,10,0.02092050209205021,1,,,,,,,,
greedy_pass_1,3,64,"{""0"": 48, ""1"": 32, ""2"": 48, ""3"": 64, ""4"": 48}",0.6351342136273566,0.654320987654321,1.8327333035124806,0.41029153632687054,0.0875303568573573,0.75,0,no_objective_gain|val_acc_drop,7,48,48,0.6366097372296574,0.6556927297668038,3,4,0.008368200836820083,1,,,,,,,,
greedy_pass_1,4,16,"{""0"": 48, ""1"": 32, ""2"": 48, ""3"": 48, ""4"": 16}",0.6143318796140937,0.6323731138545954,1.6938631837718912,0.390373589028591,0.09320483794485454,0.7999999999999999,0,no_objective_gain|val_acc_drop|break_rate_high,7,48,48,0.6366097372296574,0.6556927297668038,5,22,0.04602510460251046,1,,,,,,,,
greedy_pass_1,4,24,"{""0"": 48, ""1"": 32, ""2"": 48, ""3"": 48, ""4"": 24}",0.6290364225987418,0.6474622770919067,1.7396396299745422,0.39731344359505505,0.08926893172331588,0.8333333333333334,0,no_objective_gain|val_acc_drop|break_rate_high,7,48,48,0.6366097372296574,0.6556927297668038,5,11,0.02301255230125523,1,,,,,,,,
greedy_pass_1,4,32,"{""0"": 48, ""1"": 32, ""2"": 48, ""3"": 48, ""4"": 32}",0.6316265169793212,0.6502057613168725,1.7550287895754788,0.4018372761317993,0.08848194398285529,0.8666666666666667,0,no_objective_gain|val_acc_drop,7,48,48,0.6366097372296574,0.6556927297668038,3,7,0.014644351464435146,1,,,,,,,,
greedy_pass_1,4,64,"{""0"": 48, ""1"": 32, ""2"": 48, ""3"": 48, ""4"": 64}",0.6361240875100422,0.6556927297668038,1.8730257206999206,0.4115078154655821,0.08672081558123793,0.75,0,no_objective_gain,7,48,48,0.6366097372296574,0.6556927297668038,4,4,0.008368200836820083,1,,,,,,,,
final_keep_perclass,,,"{""0"": 48, ""1"": 32, ""2"": 48, ""3"": 48, ""4"": 48}",0.6366097372296574,0.6556927297668038,1.8040977283368012,0.4073947530937426,0.08691304664099656,0.9333333333333332,1,val_gain,7,48,48,,,,,,,0.002743484224965731,0.035788178440447016,9,7,0.014705882352941176,,,
global_init_scan,,16,"{""0"": 16, ""1"": 16, ""2"": 16, ""3"": 16, ""4"": 16}",0.6404136749874886,0.654320987654321,1.2575066967649955,0.3507129251544033,0.08675486999000215,1.0,0,,8,,,,,,,,,,,,,,,,
global_init_scan,,24,"{""0"": 24, ""1"": 24, ""2"": 24, ""3"": 24, ""4"": 24}",0.6689593025459255,0.6844993141289437,1.4481412152855768,0.3818565344344604,0.07930127839501241,1.0,0,,8,,,,,,,,,,,,,,,,
global_init_scan,,32,"{""0"": 32, ""1"": 32, ""2"": 32, ""3"": 32, ""4"": 32}",0.6737982450783921,0.6899862825788752,1.524856508579242,0.4039660164572335,0.07776682402597627,1.0,0,,8,,,,,,,,,,,,,,,,
global_init_scan,,48,"{""0"": 48, ""1"": 48, ""2"": 48, ""3"": 48, ""4"": 48}",0.6789570758520203,0.6968449931412894,1.7095227373778203,0.43207596949462007,0.07604968967347439,1.0,0,,8,,,,,,,,,,,,,,,,
global_init_scan,,64,"{""0"": 64, ""1"": 64, ""2"": 64, ""3"": 64, ""4"": 64}",0.6791231500375394,0.700960219478738,2.114426133948361,0.45169011131415526,0.07497842734857739,1.0,0,,8,,,,,,,,,,,,,,,,
global_init_accept,,64,"{""0"": 64, ""1"": 64, ""2"": 64, ""3"": 64, ""4"": 64}",0.6791231500375394,0.700960219478738,2.114426133948361,0.45169011131415526,0.07497842734857739,1.0,1,best_global_val_anchor,8,64,64,,,,,,,,,,,,,,
greedy_pass_0,0,16,"{""0"": 16, ""1"": 64, ""2"": 64, ""3"": 64, ""4"": 64}",0.6569506314310722,0.6762688614540466,1.8580517847933755,0.4331835981636087,0.0810223283847523,0.85,0,protected_class_0_dim_below_32|no_objective_gain|val_acc_drop|break_rate_high,8,64,64,0.6791231500375394,0.700960219478738,13,31,0.060665362035225046,0,,,,,,,,
greedy_pass_0,0,24,"{""0"": 24, ""1"": 64, ""2"": 64, ""3"": 64, ""4"": 64}",0.6636149319201744,0.6831275720164609,1.8806344437333167,0.43875422969803274,0.07931562888727112,0.875,0,protected_class_0_dim_below_32|no_objective_gain|val_acc_drop|break_rate_high,8,64,64,0.6791231500375394,0.700960219478738,11,24,0.046966731898238745,0,,,,,,,,
greedy_pass_0,0,32,"{""0"": 32, ""1"": 64, ""2"": 64, ""3"": 64, ""4"": 64}",0.671704074365747,0.691358024691358,1.8979972815410868,0.442953255638737,0.0772895266377538,0.9,0,no_objective_gain|val_acc_drop|break_rate_high,8,64,64,0.6791231500375394,0.700960219478738,9,16,0.03131115459882583,1,,,,,,,,
greedy_pass_0,0,48,"{""0"": 48, ""1"": 64, ""2"": 64, ""3"": 64, ""4"": 64}",0.6764293690410398,0.6968449931412894,1.9739507223445902,0.4481764331422247,0.0759411304686295,0.95,0,no_objective_gain|val_acc_drop,8,64,64,0.6791231500375394,0.700960219478738,4,7,0.0136986301369863,1,,,,,,,,
greedy_pass_0,1,16,"{""0"": 64, ""1"": 16, ""2"": 64, ""3"": 64, ""4"": 64}",0.6670570660420916,0.6872427983539094,1.9466758163565383,0.42553465210554375,0.07855563783373236,0.85,0,protected_class_1_dim_below_32|no_objective_gain|val_acc_drop|break_rate_high,8,64,64,0.6791231500375394,0.700960219478738,25,35,0.0684931506849315,0,,,,,,,,
greedy_pass_0,1,24,"{""0"": 64, ""1"": 24, ""2"": 64, ""3"": 64, ""4"": 64}",0.6738132520262912,0.6941015089163237,1.960667905232667,0.432485723784633,0.0768260366422205,0.875,0,protected_class_1_dim_below_32|no_objective_gain|val_acc_drop|break_rate_high,8,64,64,0.6791231500375394,0.700960219478738,19,24,0.046966731898238745,0,,,,,,,,
greedy_pass_0,1,32,"{""0"": 64, ""1"": 32, ""2"": 64, ""3"": 64, ""4"": 64}",0.6874438847128709,0.7078189300411523,1.9761273761905767,0.4382685905209409,0.07334229642296794,0.9,0,break_rate_high,8,64,64,0.6791231500375394,0.700960219478738,17,12,0.023483365949119372,1,,,,,,,,
greedy_pass_0,1,48,"{""0"": 64, ""1"": 48, ""2"": 64, ""3"": 64, ""4"": 64}",0.6828414643651352,0.7037037037037037,2.0209470151790865,0.44608402420221277,0.07435526417932928,0.95,0,candidate_ok,8,64,64,0.6791231500375394,0.700960219478738,6,4,0.007827788649706457,1,,,,,,,,
greedy_pass_0_accept,1,48,"{""0"": 64, ""1"": 48, ""2"": 64, ""3"": 64, ""4"": 64}",0.6828414643651352,0.7037037037037037,2.0209470151790865,0.44608402420221277,0.07435526417932928,0.95,1,best_class_coordinate_update,8,64,64,,,6,4,0.007827788649706457,,,,,,,,,
greedy_pass_0,2,16,"{""0"": 64, ""1"": 48, ""2"": 16, ""3"": 64, ""4"": 64}",0.670593904392733,0.6899862825788752,1.874607178438255,0.4284187749062145,0.07799907506922041,0.8,0,no_objective_gain|val_acc_drop|break_rate_high,8,64,64,0.6828414643651352,0.7037037037037037,21,31,0.06042884990253411,1,,,,,,,,
greedy_pass_0,2,24,"{""0"": 64, ""1"": 48, ""2"": 24, ""3"": 64, ""4"": 64}",0.6783383449380158,0.6982167352537723,1.9277695239380275,0.4353579682013168,0.07585634745907285,0.825,0,no_objective_gain|val_acc_drop|break_rate_high,8,64,64,0.6828414643651352,0.7037037037037037,15,19,0.037037037037037035,1,,,,,,,,
greedy_pass_0,2,32,"{""0"": 64, ""1"": 48, ""2"": 32, ""3"": 64, ""4"": 64}",0.6768732240376415,0.6968449931412894,1.93544217596043,0.43910754924451456,0.07618887705108066,0.85,0,no_objective_gain|val_acc_drop|break_rate_high,8,64,64,0.6828414643651352,0.7037037037037037,13,18,0.03508771929824561,1,,,,,,,,
greedy_pass_0,2,48,"{""0"": 64, ""1"": 48, ""2"": 48, ""3"": 64, ""4"": 64}",0.6807942550217961,0.700960219478738,1.9535520688749362,0.44311109967261075,0.07514440834414478,0.9,0,no_objective_gain|val_acc_drop|break_rate_high,8,64,64,0.6828414643651352,0.7037037037037037,10,12,0.023391812865497075,1,,,,,,,,
greedy_pass_0,3,16,"{""0"": 64, ""1"": 48, ""2"": 64, ""3"": 16, ""4"": 64}",0.6784187553253974,0.6982167352537723,1.9213854542735163,0.42882701170796045,0.07497167162357629,0.8,0,no_objective_gain|val_acc_drop|break_rate_high,8,64,64,0.6828414643651352,0.7037037037037037,19,23,0.04483430799220273,1,,,,,,,,
greedy_pass_0,3,24,"{""0"": 64, ""1"": 48, ""2"": 64, ""3"": 24, ""4"": 64}",0.677967511035436,0.6982167352537723,1.9657904885024042,0.43445672599208757,0.07520731186403128,0.825,0,no_objective_gain|val_acc_drop|break_rate_high,8,64,64,0.6828414643651352,0.7037037037037037,13,17,0.03313840155945419,1,,,,,,,,
greedy_pass_0,3,32,"{""0"": 64, ""1"": 48, ""2"": 64, ""3"": 32, ""4"": 64}",0.6805427143628973,0.700960219478738,1.982877989803469,0.43835100093624824,0.07460646107755506,0.85,0,no_objective_gain|val_acc_drop|break_rate_high,8,64,64,0.6828414643651352,0.7037037037037037,11,13,0.025341130604288498,1,,,,,,,,
greedy_pass_0,3,48,"{""0"": 64, ""1"": 48, ""2"": 64, ""3"": 48, ""4"": 64}",0.6776672260399605,0.6982167352537723,1.9909051441220549,0.4428255263757168,0.07558799390470292,0.9,0,no_objective_gain|val_acc_drop,8,64,64,0.6828414643651352,0.7037037037037037,2,6,0.011695906432748537,1,,,,,,,,
greedy_pass_0,4,16,"{""0"": 64, ""1"": 48, ""2"": 64, ""3"": 64, ""4"": 16}",0.6310036980678998,0.6502057613168725,1.834053642388931,0.42469107219186963,0.08801455569254113,0.8,0,no_objective_gain|val_acc_drop|break_rate_high,8,64,64,0.6828414643651352,0.7037037037037037,8,47,0.09161793372319688,1,,,,,,,,
greedy_pass_0,4,24,"{""0"": 64, ""1"": 48, ""2"": 64, ""3"": 64, ""4"": 24}",0.6511175105121831,0.6707818930041153,1.8905460333647823,0.4307440706791841,0.08284492205005935,0.825,0,no_objective_gain|val_acc_drop|break_rate_high,8,64,64,0.6828414643651352,0.7037037037037037,8,32,0.06237816764132553,1,,,,,,,,
greedy_pass_0,4,32,"{""0"": 64, ""1"": 48, ""2"": 64, ""3"": 64, ""4"": 32}",0.6619494055398891,0.6817558299039781,1.9096788645693,0.43522780403758643,0.08002734672731895,0.85,0,no_objective_gain|val_acc_drop|break_rate_high,8,64,64,0.6828414643651352,0.7037037037037037,5,21,0.04093567251461988,1,,,,,,,,
greedy_pass_0,4,48,"{""0"": 64, ""1"": 48, ""2"": 64, ""3"": 64, ""4"": 48}",0.6739587753697476,0.6941015089163237,1.947434966342773,0.4418210700226487,0.0767834081619432,0.9,0,no_objective_gain|val_acc_drop,8,64,64,0.6828414643651352,0.7037037037037037,0,7,0.01364522417153996,1,,,,,,,,
greedy_pass_1,0,16,"{""0"": 16, ""1"": 48, ""2"": 64, ""3"": 64, ""4"": 64}",0.6716977737502032,0.6899862825788752,1.764572666024101,0.4275775110516662,0.07765461063188032,0.8,0,protected_class_0_dim_below_32|no_objective_gain|val_acc_drop|break_rate_high,8,64,64,0.6828414643651352,0.7037037037037037,18,28,0.05458089668615984,0,,,,,,,,
greedy_pass_1,0,24,"{""0"": 24, ""1"": 48, ""2"": 64, ""3"": 64, ""4"": 64}",0.6783620742393055,0.6968449931412894,1.7871553249640417,0.43314814258609025,0.07594791113439911,0.825,0,protected_class_0_dim_below_32|no_objective_gain|val_acc_drop|break_rate_high,8,64,64,0.6828414643651352,0.7037037037037037,15,20,0.03898635477582846,0,,,,,,,,
greedy_pass_1,0,32,"{""0"": 32, ""1"": 48, ""2"": 64, ""3"": 64, ""4"": 64}",0.6878296789545961,0.7064471879286695,1.8045181627718119,0.4373471685267945,0.07358580102312168,0.85,0,break_rate_high,8,64,64,0.6828414643651352,0.7037037037037037,12,10,0.01949317738791423,1,,,,,,,,
greedy_pass_1,0,48,"{""0"": 48, ""1"": 48, ""2"": 64, ""3"": 64, ""4"": 64}",0.6897976724791891,0.7091906721536351,1.8804716035753155,0.4425703460302822,0.07292825114069858,0.9,0,candidate_ok,8,64,64,0.6828414643651352,0.7037037037037037,8,4,0.007797270955165692,1,,,,,,,,
greedy_pass_1_accept,0,48,"{""0"": 48, ""1"": 48, ""2"": 64, ""3"": 64, ""4"": 64}",0.6897976724791891,0.7091906721536351,1.8804716035753155,0.4425703460302822,0.07292825114069858,0.9,1,best_class_coordinate_update,8,64,64,,,8,4,0.007797270955165692,,,,,,,,,
greedy_pass_1,1,16,"{""0"": 48, ""1"": 16, ""2"": 64, ""3"": 64, ""4"": 64}",0.6767705158030637,0.6954732510288066,1.8062004047527673,0.42202097393361315,0.07644075369748779,0.8,0,protected_class_1_dim_below_32|no_objective_gain|val_acc_drop|break_rate_high,8,64,64,0.6897976724791891,0.7091906721536351,19,29,0.05609284332688588,0,,,,,,,,
greedy_pass_1,1,24,"{""0"": 48, ""1"": 24, ""2"": 64, ""3"": 64, ""4"": 64}",0.6904197663583808,0.7091906721536351,1.8201924936288958,0.4289720456127024,0.07299345207081337,0.825,0,protected_class_1_dim_below_32|break_rate_high,8,64,64,0.6897976724791891,0.7091906721536351,15,15,0.029013539651837523,0,,,,,,,,
greedy_pass_1,1,32,"{""0"": 48, ""1"": 32, ""2"": 64, ""3"": 64, ""4"": 64}",0.6957786492494589,0.7146776406035665,1.835651964586806,0.4347549123490103,0.07157456788178188,0.85,0,break_rate_high,8,64,64,0.6897976724791891,0.7091906721536351,12,8,0.015473887814313346,1,,,,,,,,
greedy_pass_1,1,64,"{""0"": 48, ""1"": 64, ""2"": 64, ""3"": 64, ""4"": 64}",0.6764293690410398,0.6968449931412894,1.9739507223445902,0.4481764331422247,0.0759411304686295,0.95,0,no_objective_gain|val_acc_drop|break_rate_high,8,64,64,0.6897976724791891,0.7091906721536351,3,12,0.02321083172147002,1,,,,,,,,
greedy_pass_1,2,16,"{""0"": 48, ""1"": 48, ""2"": 16, ""3"": 64, ""4"": 64}",0.6720350292429497,0.6899862825788752,1.734131766834484,0.4249050967342839,0.07797780272589246,0.75,0,no_objective_gain|val_acc_drop|break_rate_high,8,64,64,0.6897976724791891,0.7091906721536351,22,36,0.06963249516441006,1,,,,,,,,
greedy_pass_1,2,24,"{""0"": 48, ""1"": 48, ""2"": 24, ""3"": 64, ""4"": 64}",0.6797792814826005,0.6982167352537723,1.7872941123342563,0.4318442900293862,0.0758444903973354,0.775,0,no_objective_gain|val_acc_drop|break_rate_high,8,64,64,0.6897976724791891,0.7091906721536351,16,24,0.04642166344294004,1,,,,,,,,
greedy_pass_1,2,32,"{""0"": 48, ""1"": 48, ""2"": 32, ""3"": 64, ""4"": 64}",0.6783141605822264,0.6968449931412894,1.794966764356659,0.435593871072584,0.07617701998934319,0.8,0,no_objective_gain|val_acc_drop|break_rate_high,8,64,64,0.6897976724791891,0.7091906721536351,14,23,0.04448742746615087,1,,,,,,,,
greedy_pass_1,2,48,"{""0"": 48, ""1"": 48, ""2"": 48, ""3"": 64, ""4"": 64}",0.6822357915363825,0.700960219478738,1.8130766572711654,0.43959742150068015,0.0751025527823323,0.85,0,no_objective_gain|val_acc_drop|break_rate_high,8,64,64,0.6897976724791891,0.7091906721536351,10,16,0.030947775628626693,1,,,,,,,,
greedy_pass_1,3,16,"{""0"": 48, ""1"": 48, ""2"": 64, ""3"": 16, ""4"": 64}",0.6853752634244522,0.7037037037037037,1.7809100426697455,0.42531333353602985,0.0735296593349081,0.75,0,no_objective_gain|val_acc_drop|break_rate_high,8,64,64,0.6897976724791891,0.7091906721536351,19,23,0.04448742746615087,1,,,,,,,,
greedy_pass_1,3,24,"{""0"": 48, ""1"": 48, ""2"": 64, ""3"": 24, ""4"": 64}",0.68492371914949,0.7037037037037037,1.825315076898633,0.43094304782015697,0.07378029882540058,0.775,0,no_objective_gain|val_acc_drop|break_rate_high,8,64,64,0.6897976724791891,0.7091906721536351,12,16,0.030947775628626693,1,,,,,,,,
greedy_pass_1,3,32,"{""0"": 48, ""1"": 48, ""2"": 64, ""3"": 32, ""4"": 64}",0.6847414501431007,0.7037037037037037,1.8424025781996982,0.4348373227643177,0.07387885348315992,0.8,0,no_objective_gain|val_acc_drop|break_rate_high,8,64,64,0.6897976724791891,0.7091906721536351,9,13,0.025145067698259187,1,,,,,,,,
greedy_pass_1,3,48,"{""0"": 48, ""1"": 48, ""2"": 64, ""3"": 48, ""4"": 64}",0.6846234341540145,0.7037037037037037,1.850429732518284,0.4393118482037862,0.07416098086607223,0.85,0,no_objective_gain|val_acc_drop,8,64,64,0.6897976724791891,0.7091906721536351,2,6,0.01160541586073501,1,,,,,,,,
greedy_pass_1,4,16,"{""0"": 48, ""1"": 48, ""2"": 64, ""3"": 64, ""4"": 16}",0.6352027509555852,0.6529492455418381,1.6935782307851603,0.42117739401993903,0.08727109272405238,0.75,0,no_objective_gain|val_acc_drop|break_rate_high,8,64,64,0.6897976724791891,0.7091906721536351,8,49,0.09477756286266925,1,,,,,,,,
greedy_pass_1,4,24,"{""0"": 48, ""1"": 48, ""2"": 64, ""3"": 64, ""4"": 24}",0.655316377626077,0.6735253772290809,1.7500706217610116,0.4272303925072535,0.08211074777113966,0.775,0,no_objective_gain|val_acc_drop|break_rate_high,8,64,64,0.6897976724791891,0.7091906721536351,8,34,0.06576402321083172,1,,,,,,,,
greedy_pass_1,4,32,"{""0"": 48, ""1"": 48, ""2"": 64, ""3"": 64, ""4"": 32}",0.6661483496841178,0.6844993141289437,1.7692034529655292,0.4317141258656559,0.07928932093166018,0.8,0,no_objective_gain|val_acc_drop|break_rate_high,8,64,64,0.6897976724791891,0.7091906721536351,5,23,0.04448742746615087,1,,,,,,,,
greedy_pass_1,4,48,"{""0"": 48, ""1"": 48, ""2"": 64, ""3"": 64, ""4"": 48}",0.6795364270612677,0.6982167352537723,1.8069595547390023,0.4383073918507181,0.07569711062586787,0.85,0,no_objective_gain|val_acc_drop|break_rate_high,8,64,64,0.6897976724791891,0.7091906721536351,0,8,0.015473887814313346,1,,,,,,,,
final_keep_perclass,,,"{""0"": 48, ""1"": 48, ""2"": 64, ""3"": 64, ""4"": 64}",0.6897976724791891,0.7091906721536351,1.8804716035753155,0.4425703460302822,0.07292825114069858,0.9,1,val_gain,8,64,64,,,,,,,0.008230452674897082,0.2339545303730457,12,6,0.011741682974559686,,,
global_init_scan,,16,"{""0"": 16, ""1"": 16, ""2"": 16, ""3"": 16, ""4"": 16}",0.6426599619176682,0.6570644718792867,1.304839807240247,0.34078545579473263,0.08596268561975753,1.0,0,,9,,,,,,,,,,,,,,,,
global_init_scan,,24,"{""0"": 24, ""1"": 24, ""2"": 24, ""3"": 24, ""4"": 24}",0.648119783622166,0.663923182441701,1.4620048617352006,0.37526011499750633,0.08421953310864806,1.0,0,,9,,,,,,,,,,,,,,,,
global_init_scan,,32,"{""0"": 32, ""1"": 32, ""2"": 32, ""3"": 32, ""4"": 32}",0.6567140277357026,0.6735253772290809,1.5767989176476318,0.3986728944697908,0.08190259473905388,1.0,0,,9,,,,,,,,,,,,,,,,
global_init_scan,,48,"{""0"": 48, ""1"": 48, ""2"": 48, ""3"": 48, ""4"": 48}",0.6700897504888914,0.6886145404663924,1.7674534737198555,0.4280793843492511,0.07812863888496868,1.0,0,,9,,,,,,,,,,,,,,,,
global_init_scan,,64,"{""0"": 64, ""1"": 64, ""2"": 64, ""3"": 64, ""4"": 64}",0.668545312958224,0.691358024691358,2.2057102152968895,0.44869214468294044,0.07751890794484646,1.0,0,,9,,,,,,,,,,,,,,,,
global_init_accept,,64,"{""0"": 64, ""1"": 64, ""2"": 64, ""3"": 64, ""4"": 64}",0.668545312958224,0.691358024691358,2.2057102152968895,0.44869214468294044,0.07751890794484646,1.0,1,best_global_val_anchor,9,64,48,,,,,,,,,,,,,,
greedy_pass_0,0,16,"{""0"": 16, ""1"": 64, ""2"": 64, ""3"": 64, ""4"": 64}",0.6647974121336386,0.6844993141289437,1.8988905471194386,0.4284443390763095,0.07883869402080096,0.85,0,protected_class_0_dim_below_32|no_objective_gain|val_acc_drop|break_rate_high,9,64,48,0.668545312958224,0.691358024691358,22,27,0.05357142857142857,0,,,,,,,,
greedy_pass_0,0,24,"{""0"": 24, ""1"": 64, ""2"": 64, ""3"": 64, ""4"": 64}",0.6658112247469011,0.6858710562414266,1.935022061031838,0.4341439589006365,0.07855933599048351,0.875,0,protected_class_0_dim_below_32|no_objective_gain|val_acc_drop|break_rate_high,9,64,48,0.668545312958224,0.691358024691358,16,20,0.03968253968253968,0,,,,,,,,
greedy_pass_0,0,32,"{""0"": 32, ""1"": 64, ""2"": 64, ""3"": 64, ""4"": 64}",0.6696570910614721,0.6899862825788752,1.9627378667977893,0.43768976199082943,0.07762859486942245,0.9,0,val_acc_drop|break_rate_high,9,64,48,0.668545312958224,0.691358024691358,12,13,0.025793650793650792,1,,,,,,,,
