top_k,dim,energy,alphas,w,feature_variant,alphas_json,train_acc,val_acc,test_acc_shadow_not_for_selection,val_bal_acc,objective,num_selected_features,dataset,split,ablation
6000,64,0.95,"(0.01, 0.1, 1.0)",0.6,no_sym,"[0.01, 0.1, 1.0]",0.9827724358974359,0.5799278846153846,0.5878962536023055,0.5808235994471327,0.5799278846153846,6000,squirrel,0,no_sym
6000,64,0.95,"(0.05, 0.5, 5.0)",0.4,no_sym,"[0.05, 0.5, 5.0]",0.9591346153846154,0.5721153846153846,0.5648414985590778,0.5725160846046258,0.5721153846153846,6000,squirrel,0,no_sym
6000,64,0.95,"(0.05, 0.5, 5.0)",0.5,no_sym,"[0.05, 0.5, 5.0]",0.9579326923076923,0.5745192307692307,0.5648414985590778,0.5749001088083419,0.5745192307692307,6000,squirrel,0,no_sym
6000,64,0.95,"(0.05, 0.5, 5.0)",0.6,no_sym,"[0.05, 0.5, 5.0]",0.9571314102564102,0.5787259615384616,0.5706051873198847,0.5792184914920495,0.5787259615384616,6000,squirrel,0,no_sym
6000,64,0.99,"(0.01, 0.1, 1.0)",0.4,no_sym,"[0.01, 0.1, 1.0]",0.9875801282051282,0.5787259615384616,0.5782901056676273,0.579515440501073,0.5787259615384616,6000,squirrel,0,no_sym
6000,64,0.99,"(0.01, 0.1, 1.0)",0.5,no_sym,"[0.01, 0.1, 1.0]",0.9859775641025641,0.5793269230769231,0.5811719500480308,0.5801847526666124,0.5793269230769231,6000,squirrel,0,no_sym
6000,64,0.99,"(0.01, 0.1, 1.0)",0.6,no_sym,"[0.01, 0.1, 1.0]",0.9827724358974359,0.5799278846153846,0.5878962536023055,0.5808235994471327,0.5799278846153846,6000,squirrel,0,no_sym
6000,64,0.99,"(0.05, 0.5, 5.0)",0.4,no_sym,"[0.05, 0.5, 5.0]",0.9591346153846154,0.5721153846153846,0.5648414985590778,0.5725160846046258,0.5721153846153846,6000,squirrel,0,no_sym
6000,64,0.99,"(0.05, 0.5, 5.0)",0.5,no_sym,"[0.05, 0.5, 5.0]",0.9579326923076923,0.5745192307692307,0.5648414985590778,0.5749001088083419,0.5745192307692307,6000,squirrel,0,no_sym
6000,64,0.99,"(0.05, 0.5, 5.0)",0.6,no_sym,"[0.05, 0.5, 5.0]",0.9571314102564102,0.5787259615384616,0.5706051873198847,0.5792184914920495,0.5787259615384616,6000,squirrel,0,no_sym
6000,96,0.95,"(0.01, 0.1, 1.0)",0.4,no_sym,"[0.01, 0.1, 1.0]",0.9883814102564102,0.5811298076923077,0.5859750240153698,0.581926367476209,0.5811298076923077,6000,squirrel,0,no_sym
6000,96,0.95,"(0.01, 0.1, 1.0)",0.5,no_sym,"[0.01, 0.1, 1.0]",0.9887820512820513,0.5817307692307693,0.5859750240153698,0.5825965444676259,0.5817307692307693,6000,squirrel,0,no_sym
6000,96,0.95,"(0.01, 0.1, 1.0)",0.6,no_sym,"[0.01, 0.1, 1.0]",0.9871794871794872,0.5847355769230769,0.5898174831892411,0.5856399320118199,0.5847355769230769,6000,squirrel,0,no_sym
6000,96,0.95,"(0.05, 0.5, 5.0)",0.4,no_sym,"[0.05, 0.5, 5.0]",0.9647435897435898,0.5757211538461539,0.5658021133525456,0.5762173717184191,0.5757211538461539,6000,squirrel,0,no_sym
6000,96,0.95,"(0.05, 0.5, 5.0)",0.5,no_sym,"[0.05, 0.5, 5.0]",0.9691506410256411,0.5793269230769231,0.5763688760806917,0.5797564857583397,0.5793269230769231,6000,squirrel,0,no_sym
6000,96,0.95,"(0.05, 0.5, 5.0)",0.6,no_sym,"[0.05, 0.5, 5.0]",0.9715544871794872,0.5805288461538461,0.5773294908741594,0.5810048253100847,0.5805288461538461,6000,squirrel,0,no_sym
6000,96,0.99,"(0.01, 0.1, 1.0)",0.4,no_sym,"[0.01, 0.1, 1.0]",0.9883814102564102,0.5811298076923077,0.5859750240153698,0.581926367476209,0.5811298076923077,6000,squirrel,0,no_sym
6000,96,0.99,"(0.01, 0.1, 1.0)",0.5,no_sym,"[0.01, 0.1, 1.0]",0.9887820512820513,0.5817307692307693,0.5859750240153698,0.5825965444676259,0.5817307692307693,6000,squirrel,0,no_sym
6000,96,0.99,"(0.01, 0.1, 1.0)",0.6,no_sym,"[0.01, 0.1, 1.0]",0.9871794871794872,0.5847355769230769,0.5898174831892411,0.5856399320118199,0.5847355769230769,6000,squirrel,0,no_sym
6000,96,0.99,"(0.05, 0.5, 5.0)",0.4,no_sym,"[0.05, 0.5, 5.0]",0.9647435897435898,0.5757211538461539,0.5658021133525456,0.5762173717184191,0.5757211538461539,6000,squirrel,0,no_sym
6000,96,0.99,"(0.05, 0.5, 5.0)",0.5,no_sym,"[0.05, 0.5, 5.0]",0.9691506410256411,0.5793269230769231,0.5763688760806917,0.5797564857583397,0.5793269230769231,6000,squirrel,0,no_sym
6000,96,0.99,"(0.05, 0.5, 5.0)",0.6,no_sym,"[0.05, 0.5, 5.0]",0.9715544871794872,0.5805288461538461,0.5773294908741594,0.5810048253100847,0.5805288461538461,6000,squirrel,0,no_sym
4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,no_highpass,"[0.01, 0.1, 1.0]",0.9242788461538461,0.6099759615384616,0.6109510086455331,0.6114936563326471,0.6099759615384616,4000,squirrel,0,no_highpass
4000,64,0.95,"(0.01, 0.1, 1.0)",0.5,no_highpass,"[0.01, 0.1, 1.0]",0.9222756410256411,0.6111778846153846,0.6157540826128722,0.6127117770492199,0.6111778846153846,4000,squirrel,0,no_highpass
4000,64,0.95,"(0.01, 0.1, 1.0)",0.6,no_highpass,"[0.01, 0.1, 1.0]",0.921875,0.6117788461538461,0.6186359269932757,0.6134502591229386,0.6117788461538461,4000,squirrel,0,no_highpass
4000,64,0.95,"(0.05, 0.5, 5.0)",0.4,no_highpass,"[0.05, 0.5, 5.0]",0.8617788461538461,0.5931490384615384,0.5840537944284342,0.5943832319484235,0.5931490384615384,4000,squirrel,0,no_highpass
4000,64,0.95,"(0.05, 0.5, 5.0)",0.5,no_highpass,"[0.05, 0.5, 5.0]",0.860176282051282,0.59375,0.5869356388088377,0.594920485297564,0.59375,4000,squirrel,0,no_highpass
4000,64,0.95,"(0.05, 0.5, 5.0)",0.6,no_highpass,"[0.05, 0.5, 5.0]",0.8649839743589743,0.5967548076923077,0.5917387127761767,0.5980224762826495,0.5967548076923077,4000,squirrel,0,no_highpass
4000,64,0.99,"(0.01, 0.1, 1.0)",0.4,no_highpass,"[0.01, 0.1, 1.0]",0.9242788461538461,0.6099759615384616,0.6109510086455331,0.6114936563326471,0.6099759615384616,4000,squirrel,0,no_highpass
4000,64,0.99,"(0.01, 0.1, 1.0)",0.5,no_highpass,"[0.01, 0.1, 1.0]",0.9222756410256411,0.6111778846153846,0.6157540826128722,0.6127117770492199,0.6111778846153846,4000,squirrel,0,no_highpass
4000,64,0.99,"(0.01, 0.1, 1.0)",0.6,no_highpass,"[0.01, 0.1, 1.0]",0.921875,0.6117788461538461,0.6186359269932757,0.6134502591229386,0.6117788461538461,4000,squirrel,0,no_highpass
4000,64,0.99,"(0.05, 0.5, 5.0)",0.4,no_highpass,"[0.05, 0.5, 5.0]",0.8617788461538461,0.5931490384615384,0.5840537944284342,0.5943832319484235,0.5931490384615384,4000,squirrel,0,no_highpass
4000,64,0.99,"(0.05, 0.5, 5.0)",0.5,no_highpass,"[0.05, 0.5, 5.0]",0.860176282051282,0.59375,0.5869356388088377,0.594920485297564,0.59375,4000,squirrel,0,no_highpass
4000,64,0.99,"(0.05, 0.5, 5.0)",0.6,no_highpass,"[0.05, 0.5, 5.0]",0.8649839743589743,0.5967548076923077,0.5917387127761767,0.5980224762826495,0.5967548076923077,4000,squirrel,0,no_highpass
4000,96,0.95,"(0.01, 0.1, 1.0)",0.4,no_highpass,"[0.01, 0.1, 1.0]",0.9266826923076923,0.6117788461538461,0.6157540826128722,0.6133503772798929,0.6117788461538461,4000,squirrel,0,no_highpass
4000,96,0.95,"(0.01, 0.1, 1.0)",0.5,no_highpass,"[0.01, 0.1, 1.0]",0.9282852564102564,0.6195913461538461,0.6147934678194045,0.6212447436634233,0.6195913461538461,4000,squirrel,0,no_highpass
4000,96,0.95,"(0.01, 0.1, 1.0)",0.6,no_highpass,"[0.01, 0.1, 1.0]",0.9278846153846154,0.6201923076923077,0.6195965417867435,0.6219458804071623,0.6201923076923077,4000,squirrel,0,no_highpass
4000,96,0.95,"(0.05, 0.5, 5.0)",0.4,no_highpass,"[0.05, 0.5, 5.0]",0.8733974358974359,0.5997596153846154,0.5878962536023055,0.6010028516437,0.5997596153846154,4000,squirrel,0,no_highpass
4000,96,0.95,"(0.05, 0.5, 5.0)",0.5,no_highpass,"[0.05, 0.5, 5.0]",0.8762019230769231,0.6003605769230769,0.5917387127761767,0.6016326137912316,0.6003605769230769,4000,squirrel,0,no_highpass
4000,96,0.95,"(0.05, 0.5, 5.0)",0.6,no_highpass,"[0.05, 0.5, 5.0]",0.8818108974358975,0.6081730769230769,0.5936599423631124,0.6094683773676748,0.6081730769230769,4000,squirrel,0,no_highpass
4000,96,0.99,"(0.01, 0.1, 1.0)",0.4,no_highpass,"[0.01, 0.1, 1.0]",0.9266826923076923,0.6117788461538461,0.6157540826128722,0.6133503772798929,0.6117788461538461,4000,squirrel,0,no_highpass
4000,96,0.99,"(0.01, 0.1, 1.0)",0.5,no_highpass,"[0.01, 0.1, 1.0]",0.9282852564102564,0.6195913461538461,0.6147934678194045,0.6212447436634233,0.6195913461538461,4000,squirrel,0,no_highpass
4000,96,0.99,"(0.01, 0.1, 1.0)",0.6,no_highpass,"[0.01, 0.1, 1.0]",0.9278846153846154,0.6201923076923077,0.6195965417867435,0.6219458804071623,0.6201923076923077,4000,squirrel,0,no_highpass
4000,96,0.99,"(0.05, 0.5, 5.0)",0.4,no_highpass,"[0.05, 0.5, 5.0]",0.8733974358974359,0.5997596153846154,0.5878962536023055,0.6010028516437,0.5997596153846154,4000,squirrel,0,no_highpass
4000,96,0.99,"(0.05, 0.5, 5.0)",0.5,no_highpass,"[0.05, 0.5, 5.0]",0.8762019230769231,0.6003605769230769,0.5917387127761767,0.6016326137912316,0.6003605769230769,4000,squirrel,0,no_highpass
4000,96,0.99,"(0.05, 0.5, 5.0)",0.6,no_highpass,"[0.05, 0.5, 5.0]",0.8818108974358975,0.6081730769230769,0.5936599423631124,0.6094683773676748,0.6081730769230769,4000,squirrel,0,no_highpass
6000,64,0.95,"(0.01, 0.1, 1.0)",0.4,no_highpass,"[0.01, 0.1, 1.0]",0.9615384615384616,0.6069711538461539,0.6128722382324687,0.6085877257155136,0.6069711538461539,6000,squirrel,0,no_highpass
6000,64,0.95,"(0.01, 0.1, 1.0)",0.5,no_highpass,"[0.01, 0.1, 1.0]",0.9579326923076923,0.6045673076923077,0.6157540826128722,0.606163903676334,0.6045673076923077,6000,squirrel,0,no_highpass
6000,64,0.95,"(0.01, 0.1, 1.0)",0.6,no_highpass,"[0.01, 0.1, 1.0]",0.953125,0.6045673076923077,0.6128722382324687,0.6061669725564351,0.6045673076923077,6000,squirrel,0,no_highpass
6000,64,0.95,"(0.05, 0.5, 5.0)",0.4,no_highpass,"[0.05, 0.5, 5.0]",0.9150641025641025,0.5931490384615384,0.5888568683957733,0.5944193426277555,0.5931490384615384,6000,squirrel,0,no_highpass
6000,64,0.95,"(0.05, 0.5, 5.0)",0.5,no_highpass,"[0.05, 0.5, 5.0]",0.9130608974358975,0.5967548076923077,0.5936599423631124,0.5980067401911269,0.5967548076923077,6000,squirrel,0,no_highpass
6000,64,0.95,"(0.05, 0.5, 5.0)",0.6,no_highpass,"[0.05, 0.5, 5.0]",0.9118589743589743,0.5961538461538461,0.5917387127761767,0.5974177633460553,0.5961538461538461,6000,squirrel,0,no_highpass
6000,64,0.99,"(0.01, 0.1, 1.0)",0.4,no_highpass,"[0.01, 0.1, 1.0]",0.9615384615384616,0.6069711538461539,0.6128722382324687,0.6085877257155136,0.6069711538461539,6000,squirrel,0,no_highpass
6000,64,0.99,"(0.01, 0.1, 1.0)",0.5,no_highpass,"[0.01, 0.1, 1.0]",0.9579326923076923,0.6045673076923077,0.6157540826128722,0.606163903676334,0.6045673076923077,6000,squirrel,0,no_highpass
6000,64,0.99,"(0.01, 0.1, 1.0)",0.6,no_highpass,"[0.01, 0.1, 1.0]",0.953125,0.6045673076923077,0.6128722382324687,0.6061669725564351,0.6045673076923077,6000,squirrel,0,no_highpass
6000,64,0.99,"(0.05, 0.5, 5.0)",0.4,no_highpass,"[0.05, 0.5, 5.0]",0.9150641025641025,0.5931490384615384,0.5888568683957733,0.5944193426277555,0.5931490384615384,6000,squirrel,0,no_highpass
6000,64,0.99,"(0.05, 0.5, 5.0)",0.5,no_highpass,"[0.05, 0.5, 5.0]",0.9130608974358975,0.5967548076923077,0.5936599423631124,0.5980067401911269,0.5967548076923077,6000,squirrel,0,no_highpass
6000,64,0.99,"(0.05, 0.5, 5.0)",0.6,no_highpass,"[0.05, 0.5, 5.0]",0.9118589743589743,0.5961538461538461,0.5917387127761767,0.5974177633460553,0.5961538461538461,6000,squirrel,0,no_highpass
6000,96,0.95,"(0.01, 0.1, 1.0)",0.4,no_highpass,"[0.01, 0.1, 1.0]",0.9639423076923077,0.6099759615384616,0.6147934678194045,0.6116667482689618,0.6099759615384616,6000,squirrel,0,no_highpass
6000,96,0.95,"(0.01, 0.1, 1.0)",0.5,no_highpass,"[0.01, 0.1, 1.0]",0.9635416666666666,0.6099759615384616,0.6195965417867435,0.6117244862501717,0.6099759615384616,6000,squirrel,0,no_highpass
6000,96,0.95,"(0.01, 0.1, 1.0)",0.6,no_highpass,"[0.01, 0.1, 1.0]",0.9603365384615384,0.6135817307692307,0.6215177713736791,0.6152826530791715,0.6135817307692307,6000,squirrel,0,no_highpass
6000,96,0.95,"(0.05, 0.5, 5.0)",0.4,no_highpass,"[0.05, 0.5, 5.0]",0.921073717948718,0.5985576923076923,0.5984630163304515,0.5999267392023923,0.5985576923076923,6000,squirrel,0,no_highpass
6000,96,0.95,"(0.05, 0.5, 5.0)",0.5,no_highpass,"[0.05, 0.5, 5.0]",0.922676282051282,0.6045673076923077,0.6032660902977905,0.6059947280163812,0.6045673076923077,6000,squirrel,0,no_highpass
6000,96,0.95,"(0.05, 0.5, 5.0)",0.6,no_highpass,"[0.05, 0.5, 5.0]",0.9222756410256411,0.6069711538461539,0.6042267050912584,0.6083981567705267,0.6069711538461539,6000,squirrel,0,no_highpass
6000,96,0.99,"(0.01, 0.1, 1.0)",0.4,no_highpass,"[0.01, 0.1, 1.0]",0.9639423076923077,0.6099759615384616,0.6147934678194045,0.6116667482689618,0.6099759615384616,6000,squirrel,0,no_highpass
6000,96,0.99,"(0.01, 0.1, 1.0)",0.5,no_highpass,"[0.01, 0.1, 1.0]",0.9635416666666666,0.6099759615384616,0.6195965417867435,0.6117244862501717,0.6099759615384616,6000,squirrel,0,no_highpass
6000,96,0.99,"(0.01, 0.1, 1.0)",0.6,no_highpass,"[0.01, 0.1, 1.0]",0.9603365384615384,0.6135817307692307,0.6215177713736791,0.6152826530791715,0.6135817307692307,6000,squirrel,0,no_highpass
6000,96,0.99,"(0.05, 0.5, 5.0)",0.4,no_highpass,"[0.05, 0.5, 5.0]",0.921073717948718,0.5985576923076923,0.5984630163304515,0.5999267392023923,0.5985576923076923,6000,squirrel,0,no_highpass
6000,96,0.99,"(0.05, 0.5, 5.0)",0.5,no_highpass,"[0.05, 0.5, 5.0]",0.922676282051282,0.6045673076923077,0.6032660902977905,0.6059947280163812,0.6045673076923077,6000,squirrel,0,no_highpass
6000,96,0.99,"(0.05, 0.5, 5.0)",0.6,no_highpass,"[0.05, 0.5, 5.0]",0.9222756410256411,0.6069711538461539,0.6042267050912584,0.6083981567705267,0.6069711538461539,6000,squirrel,0,no_highpass
4000,64,0.95,"(0.01, 0.1, 1.0)",1.0,full,"[0.01, 0.1, 1.0]",0.9074519230769231,0.5769230769230769,0.5523535062439962,0.5777666548303726,0.5769230769230769,4000,squirrel,0,pca_only
4000,64,0.95,"(0.05, 0.5, 5.0)",1.0,full,"[0.05, 0.5, 5.0]",0.9074519230769231,0.5769230769230769,0.5523535062439962,0.5777666548303726,0.5769230769230769,4000,squirrel,0,pca_only
4000,64,0.99,"(0.01, 0.1, 1.0)",1.0,full,"[0.01, 0.1, 1.0]",0.9074519230769231,0.5769230769230769,0.5523535062439962,0.5777666548303726,0.5769230769230769,4000,squirrel,0,pca_only
4000,64,0.99,"(0.05, 0.5, 5.0)",1.0,full,"[0.05, 0.5, 5.0]",0.9074519230769231,0.5769230769230769,0.5523535062439962,0.5777666548303726,0.5769230769230769,4000,squirrel,0,pca_only
4000,96,0.95,"(0.01, 0.1, 1.0)",1.0,full,"[0.01, 0.1, 1.0]",0.9407051282051282,0.6033653846153846,0.5946205571565802,0.6043609813000813,0.6033653846153846,4000,squirrel,0,pca_only
4000,96,0.95,"(0.05, 0.5, 5.0)",1.0,full,"[0.05, 0.5, 5.0]",0.9407051282051282,0.6033653846153846,0.5946205571565802,0.6043609813000813,0.6033653846153846,4000,squirrel,0,pca_only
4000,96,0.99,"(0.01, 0.1, 1.0)",1.0,full,"[0.01, 0.1, 1.0]",0.9407051282051282,0.6033653846153846,0.5946205571565802,0.6043609813000813,0.6033653846153846,4000,squirrel,0,pca_only
4000,96,0.99,"(0.05, 0.5, 5.0)",1.0,full,"[0.05, 0.5, 5.0]",0.9407051282051282,0.6033653846153846,0.5946205571565802,0.6043609813000813,0.6033653846153846,4000,squirrel,0,pca_only
6000,64,0.95,"(0.01, 0.1, 1.0)",1.0,full,"[0.01, 0.1, 1.0]",0.9170673076923077,0.5612980769230769,0.5542747358309318,0.5617559470247407,0.5612980769230769,6000,squirrel,0,pca_only
6000,64,0.95,"(0.05, 0.5, 5.0)",1.0,full,"[0.05, 0.5, 5.0]",0.9170673076923077,0.5612980769230769,0.5542747358309318,0.5617559470247407,0.5612980769230769,6000,squirrel,0,pca_only
6000,64,0.99,"(0.01, 0.1, 1.0)",1.0,full,"[0.01, 0.1, 1.0]",0.9170673076923077,0.5612980769230769,0.5542747358309318,0.5617559470247407,0.5612980769230769,6000,squirrel,0,pca_only
6000,64,0.99,"(0.05, 0.5, 5.0)",1.0,full,"[0.05, 0.5, 5.0]",0.9170673076923077,0.5612980769230769,0.5542747358309318,0.5617559470247407,0.5612980769230769,6000,squirrel,0,pca_only
6000,96,0.95,"(0.01, 0.1, 1.0)",1.0,full,"[0.01, 0.1, 1.0]",0.9503205128205128,0.5787259615384616,0.5869356388088377,0.5794280769254536,0.5787259615384616,6000,squirrel,0,pca_only
6000,96,0.95,"(0.05, 0.5, 5.0)",1.0,full,"[0.05, 0.5, 5.0]",0.9503205128205128,0.5787259615384616,0.5869356388088377,0.5794280769254536,0.5787259615384616,6000,squirrel,0,pca_only
6000,96,0.99,"(0.01, 0.1, 1.0)",1.0,full,"[0.01, 0.1, 1.0]",0.9503205128205128,0.5787259615384616,0.5869356388088377,0.5794280769254536,0.5787259615384616,6000,squirrel,0,pca_only
6000,96,0.99,"(0.05, 0.5, 5.0)",1.0,full,"[0.05, 0.5, 5.0]",0.9503205128205128,0.5787259615384616,0.5869356388088377,0.5794280769254536,0.5787259615384616,6000,squirrel,0,pca_only
4000,64,0.95,"(0.01, 0.1, 1.0)",0.0,full,"[0.01, 0.1, 1.0]",0.9603365384615384,0.5985576923076923,0.6186359269932757,0.5998133440192727,0.5985576923076923,4000,squirrel,0,ridge_only
4000,64,0.95,"(0.05, 0.5, 5.0)",0.0,full,"[0.05, 0.5, 5.0]",0.907051282051282,0.5805288461538461,0.5830931796349664,0.5814218041649493,0.5805288461538461,4000,squirrel,0,ridge_only
4000,64,0.99,"(0.01, 0.1, 1.0)",0.0,full,"[0.01, 0.1, 1.0]",0.9603365384615384,0.5985576923076923,0.6186359269932757,0.5998133440192727,0.5985576923076923,4000,squirrel,0,ridge_only
4000,64,0.99,"(0.05, 0.5, 5.0)",0.0,full,"[0.05, 0.5, 5.0]",0.907051282051282,0.5805288461538461,0.5830931796349664,0.5814218041649493,0.5805288461538461,4000,squirrel,0,ridge_only
4000,96,0.95,"(0.01, 0.1, 1.0)",0.0,full,"[0.01, 0.1, 1.0]",0.9603365384615384,0.5985576923076923,0.6186359269932757,0.5998133440192727,0.5985576923076923,4000,squirrel,0,ridge_only
4000,96,0.95,"(0.05, 0.5, 5.0)",0.0,full,"[0.05, 0.5, 5.0]",0.907051282051282,0.5805288461538461,0.5830931796349664,0.5814218041649493,0.5805288461538461,4000,squirrel,0,ridge_only
4000,96,0.99,"(0.01, 0.1, 1.0)",0.0,full,"[0.01, 0.1, 1.0]",0.9603365384615384,0.5985576923076923,0.6186359269932757,0.5998133440192727,0.5985576923076923,4000,squirrel,0,ridge_only
4000,96,0.99,"(0.05, 0.5, 5.0)",0.0,full,"[0.05, 0.5, 5.0]",0.907051282051282,0.5805288461538461,0.5830931796349664,0.5814218041649493,0.5805288461538461,4000,squirrel,0,ridge_only
6000,64,0.95,"(0.01, 0.1, 1.0)",0.0,full,"[0.01, 0.1, 1.0]",0.9883814102564102,0.5985576923076923,0.6071085494716618,0.5997320006331703,0.5985576923076923,6000,squirrel,0,ridge_only
6000,64,0.95,"(0.05, 0.5, 5.0)",0.0,full,"[0.05, 0.5, 5.0]",0.9459134615384616,0.5889423076923077,0.5840537944284342,0.5897105327330574,0.5889423076923077,6000,squirrel,0,ridge_only
6000,64,0.99,"(0.01, 0.1, 1.0)",0.0,full,"[0.01, 0.1, 1.0]",0.9883814102564102,0.5985576923076923,0.6071085494716618,0.5997320006331703,0.5985576923076923,6000,squirrel,0,ridge_only
6000,64,0.99,"(0.05, 0.5, 5.0)",0.0,full,"[0.05, 0.5, 5.0]",0.9459134615384616,0.5889423076923077,0.5840537944284342,0.5897105327330574,0.5889423076923077,6000,squirrel,0,ridge_only
6000,96,0.95,"(0.01, 0.1, 1.0)",0.0,full,"[0.01, 0.1, 1.0]",0.9883814102564102,0.5985576923076923,0.6071085494716618,0.5997320006331703,0.5985576923076923,6000,squirrel,0,ridge_only
6000,96,0.95,"(0.05, 0.5, 5.0)",0.0,full,"[0.05, 0.5, 5.0]",0.9459134615384616,0.5889423076923077,0.5840537944284342,0.5897105327330574,0.5889423076923077,6000,squirrel,0,ridge_only
6000,96,0.99,"(0.01, 0.1, 1.0)",0.0,full,"[0.01, 0.1, 1.0]",0.9883814102564102,0.5985576923076923,0.6071085494716618,0.5997320006331703,0.5985576923076923,6000,squirrel,0,ridge_only
6000,96,0.99,"(0.05, 0.5, 5.0)",0.0,full,"[0.05, 0.5, 5.0]",0.9459134615384616,0.5889423076923077,0.5840537944284342,0.5897105327330574,0.5889423076923077,6000,squirrel,0,ridge_only
4000,64,0.95,"(1.0,)",0.4,full,[1.0],0.875,0.5769230769230769,0.5667627281460135,0.5776875985268488,0.5769230769230769,4000,squirrel,0,single_alpha
4000,64,0.95,"(1.0,)",0.5,full,[1.0],0.8830128205128205,0.5733173076923077,0.5706051873198847,0.5741325005779502,0.5733173076923077,4000,squirrel,0,single_alpha
4000,64,0.95,"(1.0,)",0.6,full,[1.0],0.8966346153846154,0.5769230769230769,0.5754082612872238,0.5777051495167956,0.5769230769230769,4000,squirrel,0,single_alpha
4000,64,0.99,"(1.0,)",0.4,full,[1.0],0.875,0.5769230769230769,0.5667627281460135,0.5776875985268488,0.5769230769230769,4000,squirrel,0,single_alpha
4000,64,0.99,"(1.0,)",0.5,full,[1.0],0.8830128205128205,0.5733173076923077,0.5706051873198847,0.5741325005779502,0.5733173076923077,4000,squirrel,0,single_alpha
4000,64,0.99,"(1.0,)",0.6,full,[1.0],0.8966346153846154,0.5769230769230769,0.5754082612872238,0.5777051495167956,0.5769230769230769,4000,squirrel,0,single_alpha
4000,96,0.95,"(1.0,)",0.4,full,[1.0],0.8938301282051282,0.5799278846153846,0.5706051873198847,0.5808617050252911,0.5799278846153846,4000,squirrel,0,single_alpha
4000,96,0.95,"(1.0,)",0.5,full,[1.0],0.9078525641025641,0.5835336538461539,0.5734870317002881,0.5843871830840185,0.5835336538461539,4000,squirrel,0,single_alpha
4000,96,0.95,"(1.0,)",0.6,full,[1.0],0.9158653846153846,0.5895432692307693,0.5830931796349664,0.5903441034102312,0.5895432692307693,4000,squirrel,0,single_alpha
4000,96,0.99,"(1.0,)",0.4,full,[1.0],0.8938301282051282,0.5799278846153846,0.5706051873198847,0.5808617050252911,0.5799278846153846,4000,squirrel,0,single_alpha
4000,96,0.99,"(1.0,)",0.5,full,[1.0],0.9078525641025641,0.5835336538461539,0.5734870317002881,0.5843871830840185,0.5835336538461539,4000,squirrel,0,single_alpha
4000,96,0.99,"(1.0,)",0.6,full,[1.0],0.9158653846153846,0.5895432692307693,0.5830931796349664,0.5903441034102312,0.5895432692307693,4000,squirrel,0,single_alpha
6000,64,0.95,"(1.0,)",0.4,full,[1.0],0.9174679487179487,0.5793269230769231,0.5658021133525456,0.5799743160341221,0.5793269230769231,6000,squirrel,0,single_alpha
6000,64,0.95,"(1.0,)",0.5,full,[1.0],0.921073717948718,0.5787259615384616,0.5658021133525456,0.5792961470882162,0.5787259615384616,6000,squirrel,0,single_alpha
6000,64,0.95,"(1.0,)",0.6,full,[1.0],0.9238782051282052,0.5805288461538461,0.5754082612872238,0.5811838271539798,0.5805288461538461,6000,squirrel,0,single_alpha
6000,64,0.99,"(1.0,)",0.4,full,[1.0],0.9174679487179487,0.5793269230769231,0.5658021133525456,0.5799743160341221,0.5793269230769231,6000,squirrel,0,single_alpha
6000,64,0.99,"(1.0,)",0.5,full,[1.0],0.921073717948718,0.5787259615384616,0.5658021133525456,0.5792961470882162,0.5787259615384616,6000,squirrel,0,single_alpha
6000,64,0.99,"(1.0,)",0.6,full,[1.0],0.9238782051282052,0.5805288461538461,0.5754082612872238,0.5811838271539798,0.5805288461538461,6000,squirrel,0,single_alpha
6000,96,0.95,"(1.0,)",0.4,full,[1.0],0.9254807692307693,0.5847355769230769,0.5725264169068204,0.5855194290311178,0.5847355769230769,6000,squirrel,0,single_alpha
6000,96,0.95,"(1.0,)",0.5,full,[1.0],0.9298878205128205,0.5883413461538461,0.5773294908741594,0.5892024042729813,0.5883413461538461,6000,squirrel,0,single_alpha
6000,96,0.95,"(1.0,)",0.6,full,[1.0],0.936698717948718,0.5931490384615384,0.5821325648414986,0.5940584101306001,0.5931490384615384,6000,squirrel,0,single_alpha
6000,96,0.99,"(1.0,)",0.4,full,[1.0],0.9254807692307693,0.5847355769230769,0.5725264169068204,0.5855194290311178,0.5847355769230769,6000,squirrel,0,single_alpha
6000,96,0.99,"(1.0,)",0.5,full,[1.0],0.9298878205128205,0.5883413461538461,0.5773294908741594,0.5892024042729813,0.5883413461538461,6000,squirrel,0,single_alpha
6000,96,0.99,"(1.0,)",0.6,full,[1.0],0.936698717948718,0.5931490384615384,0.5821325648414986,0.5940584101306001,0.5931490384615384,6000,squirrel,0,single_alpha
4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",0.9579326923076923,0.6075721153846154,0.6253602305475504,0.6087603419817506,0.6075721153846154,4000,squirrel,0,fixed_dim64_energy095
4000,64,0.95,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",0.9571314102564102,0.6111778846153846,0.627281460134486,0.6123612522513915,0.6111778846153846,4000,squirrel,0,fixed_dim64_energy095
4000,64,0.95,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",0.9567307692307693,0.6123798076923077,0.6215177713736791,0.6135339117747675,0.6123798076923077,4000,squirrel,0,fixed_dim64_energy095
