split,best_dim,class_label,branch_local_id,branch_id,kind,node_idx_sorted,original_node_id,is_seed
0,64,0,0,split0_class0_branch0,root,8,8,1
0,64,0,0,split0_class0_branch0,root,21,21,1
0,64,0,0,split0_class0_branch0,root,31,31,1
0,64,0,0,split0_class0_branch0,root,37,37,1
0,64,0,0,split0_class0_branch0,root,61,61,1
0,64,0,0,split0_class0_branch0,root,70,70,1
0,64,0,0,split0_class0_branch0,root,79,79,1
0,64,0,0,split0_class0_branch0,root,86,86,1
0,64,0,0,split0_class0_branch0,root,101,101,1
0,64,0,0,split0_class0_branch0,root,113,113,1
0,64,0,0,split0_class0_branch0,root,122,122,1
0,64,0,0,split0_class0_branch0,root,128,128,1
0,64,0,0,split0_class0_branch0,root,129,129,1
0,64,0,0,split0_class0_branch0,root,134,134,1
0,64,0,0,split0_class0_branch0,root,184,184,1
0,64,0,0,split0_class0_branch0,root,194,194,1
0,64,0,0,split0_class0_branch0,root,195,195,1
0,64,0,0,split0_class0_branch0,root,198,198,1
0,64,0,0,split0_class0_branch0,root,207,207,1
0,64,0,0,split0_class0_branch0,root,226,226,1
0,64,0,0,split0_class0_branch0,root,246,246,1
0,64,0,0,split0_class0_branch0,root,256,256,1
0,64,0,0,split0_class0_branch0,root,273,273,1
0,64,0,0,split0_class0_branch0,root,275,275,1
0,64,0,0,split0_class0_branch0,root,276,276,1
0,64,0,0,split0_class0_branch0,root,285,285,1
0,64,0,0,split0_class0_branch0,root,287,287,1
0,64,0,0,split0_class0_branch0,root,289,289,1
0,64,0,0,split0_class0_branch0,root,318,318,1
0,64,0,0,split0_class0_branch0,root,325,325,1
0,64,0,0,split0_class0_branch0,root,327,327,1
0,64,0,0,split0_class0_branch0,root,363,363,1
0,64,0,0,split0_class0_branch0,root,364,364,1
0,64,0,0,split0_class0_branch0,root,370,370,1
0,64,0,0,split0_class0_branch0,root,378,378,1
0,64,0,0,split0_class0_branch0,root,407,407,1
0,64,0,0,split0_class0_branch0,root,428,428,1
0,64,0,0,split0_class0_branch0,root,443,443,1
0,64,0,0,split0_class0_branch0,root,445,445,1
0,64,0,0,split0_class0_branch0,root,455,455,1
0,64,0,0,split0_class0_branch0,root,456,456,1
0,64,0,0,split0_class0_branch0,root,459,459,1
0,64,0,0,split0_class0_branch0,root,474,474,1
0,64,0,0,split0_class0_branch0,root,482,482,1
0,64,0,0,split0_class0_branch0,root,483,483,1
0,64,0,0,split0_class0_branch0,root,485,485,1
0,64,0,0,split0_class0_branch0,root,486,486,1
0,64,0,0,split0_class0_branch0,root,490,490,1
0,64,0,0,split0_class0_branch0,root,501,501,1
0,64,0,0,split0_class0_branch0,root,519,519,1
0,64,0,0,split0_class0_branch0,root,525,525,1
0,64,0,0,split0_class0_branch0,root,535,535,1
0,64,0,0,split0_class0_branch0,root,537,537,1
0,64,0,0,split0_class0_branch0,root,542,542,1
0,64,0,0,split0_class0_branch0,root,559,559,1
0,64,0,0,split0_class0_branch0,root,570,570,1
0,64,0,0,split0_class0_branch0,root,580,580,1
0,64,0,0,split0_class0_branch0,root,591,591,1
0,64,0,0,split0_class0_branch0,root,599,599,1
0,64,0,0,split0_class0_branch0,root,613,613,1
0,64,0,0,split0_class0_branch0,root,614,614,1
0,64,0,0,split0_class0_branch0,root,627,627,1
0,64,0,0,split0_class0_branch0,root,628,628,1
0,64,0,0,split0_class0_branch0,root,633,633,1
0,64,0,0,split0_class0_branch0,root,649,649,1
0,64,0,0,split0_class0_branch0,root,653,653,1
0,64,0,0,split0_class0_branch0,root,684,684,1
0,64,0,0,split0_class0_branch0,root,687,687,1
0,64,0,0,split0_class0_branch0,root,688,688,1
0,64,0,0,split0_class0_branch0,root,689,689,1
0,64,0,0,split0_class0_branch0,root,699,699,1
0,64,0,0,split0_class0_branch0,root,700,700,1
0,64,0,0,split0_class0_branch0,root,717,717,1
0,64,0,0,split0_class0_branch0,root,719,719,1
0,64,0,0,split0_class0_branch0,root,732,732,1
0,64,0,0,split0_class0_branch0,root,744,744,1
0,64,0,0,split0_class0_branch0,root,768,768,1
0,64,0,0,split0_class0_branch0,root,793,793,1
0,64,0,0,split0_class0_branch0,root,809,809,1
0,64,0,0,split0_class0_branch0,root,816,816,1
0,64,0,0,split0_class0_branch0,root,823,823,1
0,64,0,0,split0_class0_branch0,root,826,826,1
0,64,0,0,split0_class0_branch0,root,848,848,1
0,64,0,0,split0_class0_branch0,root,850,850,1
0,64,0,0,split0_class0_branch0,root,864,864,1
0,64,0,0,split0_class0_branch0,root,874,874,1
0,64,0,0,split0_class0_branch0,root,876,876,1
0,64,0,0,split0_class0_branch0,root,897,897,1
0,64,0,0,split0_class0_branch0,root,901,901,1
0,64,0,0,split0_class0_branch0,root,908,908,1
0,64,0,0,split0_class0_branch0,root,910,910,1
0,64,0,0,split0_class0_branch0,root,913,913,1
0,64,0,0,split0_class0_branch0,root,917,917,1
0,64,0,0,split0_class0_branch0,root,921,921,1
0,64,0,0,split0_class0_branch0,root,923,923,1
0,64,0,0,split0_class0_branch0,root,947,947,1
0,64,0,0,split0_class0_branch0,root,954,954,1
0,64,0,0,split0_class0_branch0,root,965,965,1
0,64,0,0,split0_class0_branch0,root,999,999,1
0,64,0,0,split0_class0_branch0,root,1008,1008,1
0,64,0,0,split0_class0_branch0,root,1012,1012,1
0,64,0,0,split0_class0_branch0,root,1015,1015,1
0,64,0,0,split0_class0_branch0,root,1021,1021,1
0,64,0,0,split0_class0_branch0,root,1026,1026,1
0,64,0,0,split0_class0_branch0,root,1032,1032,1
0,64,0,0,split0_class0_branch0,root,1036,1036,1
0,64,0,0,split0_class0_branch0,root,1044,1044,1
0,64,0,0,split0_class0_branch0,root,1059,1059,1
0,64,0,0,split0_class0_branch0,root,1081,1081,1
0,64,0,0,split0_class0_branch0,root,1088,1088,1
0,64,0,0,split0_class0_branch0,root,1096,1096,1
0,64,0,0,split0_class0_branch0,root,1115,1115,1
0,64,0,0,split0_class0_branch0,root,1121,1121,1
0,64,0,0,split0_class0_branch0,root,1123,1123,1
0,64,0,0,split0_class0_branch0,root,1130,1130,1
0,64,0,0,split0_class0_branch0,root,1132,1132,1
0,64,0,0,split0_class0_branch0,root,1135,1135,1
0,64,0,0,split0_class0_branch0,root,1137,1137,1
0,64,0,0,split0_class0_branch0,root,1154,1154,1
0,64,0,0,split0_class0_branch0,root,1215,1215,1
0,64,0,0,split0_class0_branch0,root,1218,1218,1
0,64,0,0,split0_class0_branch0,root,1226,1226,1
0,64,0,0,split0_class0_branch0,root,1234,1234,1
0,64,0,0,split0_class0_branch0,root,1252,1252,1
0,64,0,0,split0_class0_branch0,root,1255,1255,1
0,64,0,0,split0_class0_branch0,root,1266,1266,1
0,64,0,0,split0_class0_branch0,root,1270,1270,1
0,64,0,0,split0_class0_branch0,root,1286,1286,1
0,64,0,0,split0_class0_branch0,root,1302,1302,1
0,64,0,0,split0_class0_branch0,root,1309,1309,1
0,64,0,0,split0_class0_branch0,root,1310,1310,1
0,64,0,0,split0_class0_branch0,root,1315,1315,1
0,64,0,0,split0_class0_branch0,root,1320,1320,1
0,64,0,0,split0_class0_branch0,root,1321,1321,1
0,64,0,0,split0_class0_branch0,root,1323,1323,1
0,64,0,0,split0_class0_branch0,root,1329,1329,1
0,64,0,0,split0_class0_branch0,root,1346,1346,1
0,64,0,0,split0_class0_branch0,root,1352,1352,1
0,64,0,0,split0_class0_branch0,root,1359,1359,1
0,64,0,0,split0_class0_branch0,root,1377,1377,1
0,64,0,0,split0_class0_branch0,root,1387,1387,1
0,64,0,0,split0_class0_branch0,root,1391,1391,1
0,64,0,0,split0_class0_branch0,root,1396,1396,1
0,64,0,0,split0_class0_branch0,root,1400,1400,1
0,64,0,0,split0_class0_branch0,root,1406,1406,1
0,64,0,0,split0_class0_branch0,root,1408,1408,1
0,64,0,0,split0_class0_branch0,root,1429,1429,1
0,64,0,0,split0_class0_branch0,root,1447,1447,1
0,64,0,0,split0_class0_branch0,root,1458,1458,1
0,64,0,0,split0_class0_branch0,root,1469,1469,1
0,64,0,0,split0_class0_branch0,root,1472,1472,1
0,64,0,0,split0_class0_branch0,root,1490,1490,1
0,64,0,0,split0_class0_branch0,root,1500,1500,1
0,64,0,0,split0_class0_branch0,root,1506,1506,1
0,64,0,0,split0_class0_branch0,root,1511,1511,1
0,64,0,0,split0_class0_branch0,root,1518,1518,1
0,64,0,0,split0_class0_branch0,root,1529,1529,1
0,64,0,0,split0_class0_branch0,root,1539,1539,1
0,64,0,0,split0_class0_branch0,root,1550,1550,1
0,64,0,0,split0_class0_branch0,root,1553,1553,1
0,64,0,0,split0_class0_branch0,root,1568,1568,1
0,64,0,0,split0_class0_branch0,root,1570,1570,1
0,64,0,0,split0_class0_branch0,root,1584,1584,1
0,64,0,0,split0_class0_branch0,root,1589,1589,1
0,64,0,0,split0_class0_branch0,root,1592,1592,1
0,64,0,0,split0_class0_branch0,root,1594,1594,1
0,64,0,0,split0_class0_branch0,root,1597,1597,1
0,64,0,0,split0_class0_branch0,root,1617,1617,1
0,64,0,0,split0_class0_branch0,root,1620,1620,1
0,64,0,0,split0_class0_branch0,root,1631,1631,1
0,64,0,0,split0_class0_branch0,root,1659,1659,1
0,64,0,0,split0_class0_branch0,root,1678,1678,1
0,64,0,0,split0_class0_branch0,root,1684,1684,1
0,64,0,0,split0_class0_branch0,root,1696,1696,1
0,64,0,0,split0_class0_branch0,root,1717,1717,1
0,64,0,0,split0_class0_branch0,root,1731,1731,1
0,64,0,0,split0_class0_branch0,root,1735,1735,1
0,64,0,0,split0_class0_branch0,root,1753,1753,1
0,64,0,0,split0_class0_branch0,root,1758,1758,1
0,64,0,0,split0_class0_branch0,root,1769,1769,1
0,64,0,0,split0_class0_branch0,root,1786,1786,1
0,64,0,0,split0_class0_branch0,root,1817,1817,1
0,64,0,0,split0_class0_branch0,root,1823,1823,1
0,64,0,0,split0_class0_branch0,root,1832,1832,1
0,64,0,0,split0_class0_branch0,root,1839,1839,1
0,64,0,0,split0_class0_branch0,root,1844,1844,1
0,64,0,0,split0_class0_branch0,root,1850,1850,1
0,64,0,0,split0_class0_branch0,root,1878,1878,1
0,64,0,0,split0_class0_branch0,root,1884,1884,1
0,64,0,0,split0_class0_branch0,root,1904,1904,1
0,64,0,0,split0_class0_branch0,root,1914,1914,1
0,64,0,0,split0_class0_branch0,root,1941,1941,1
0,64,0,0,split0_class0_branch0,root,1942,1942,1
0,64,0,0,split0_class0_branch0,root,1943,1943,1
0,64,0,0,split0_class0_branch0,root,1945,1945,1
0,64,0,0,split0_class0_branch0,root,1960,1960,1
0,64,0,0,split0_class0_branch0,root,1966,1966,1
0,64,0,0,split0_class0_branch0,root,1978,1978,1
0,64,0,0,split0_class0_branch0,root,1985,1985,1
0,64,0,0,split0_class0_branch0,root,1989,1989,1
0,64,0,0,split0_class0_branch0,root,1991,1991,1
0,64,0,0,split0_class0_branch0,root,2008,2008,1
0,64,0,0,split0_class0_branch0,root,2022,2022,1
0,64,0,0,split0_class0_branch0,root,2028,2028,1
0,64,0,0,split0_class0_branch0,root,2037,2037,1
0,64,0,0,split0_class0_branch0,root,2066,2066,1
0,64,0,0,split0_class0_branch0,root,2089,2089,1
0,64,0,0,split0_class0_branch0,root,2094,2094,1
0,64,0,0,split0_class0_branch0,root,2105,2105,1
0,64,0,0,split0_class0_branch0,root,2108,2108,1
0,64,0,0,split0_class0_branch0,root,2120,2120,1
0,64,0,0,split0_class0_branch0,root,2133,2133,1
0,64,0,0,split0_class0_branch0,root,2142,2142,1
0,64,0,0,split0_class0_branch0,root,2154,2154,1
0,64,0,0,split0_class0_branch0,root,2163,2163,1
0,64,0,0,split0_class0_branch0,root,2184,2184,1
0,64,0,0,split0_class0_branch0,root,2206,2206,1
0,64,0,0,split0_class0_branch0,root,2211,2211,1
0,64,0,0,split0_class0_branch0,root,2219,2219,1
0,64,0,0,split0_class0_branch0,root,2227,2227,1
0,64,0,0,split0_class0_branch0,root,2231,2231,1
0,64,0,0,split0_class0_branch0,root,2232,2232,1
0,64,0,0,split0_class0_branch0,root,2247,2247,1
0,64,0,0,split0_class0_branch0,root,2252,2252,1
0,64,0,0,split0_class0_branch0,root,2253,2253,1
0,64,0,1,split0_class0_branch1,extra,21,21,0
0,64,0,1,split0_class0_branch1,extra,70,70,1
0,64,0,1,split0_class0_branch1,extra,79,79,0
0,64,0,1,split0_class0_branch1,extra,86,86,1
0,64,0,1,split0_class0_branch1,extra,101,101,0
0,64,0,1,split0_class0_branch1,extra,184,184,0
0,64,0,1,split0_class0_branch1,extra,194,194,1
0,64,0,1,split0_class0_branch1,extra,207,207,0
0,64,0,1,split0_class0_branch1,extra,246,246,1
0,64,0,1,split0_class0_branch1,extra,273,273,1
0,64,0,1,split0_class0_branch1,extra,287,287,0
0,64,0,1,split0_class0_branch1,extra,289,289,0
0,64,0,1,split0_class0_branch1,extra,325,325,0
0,64,0,1,split0_class0_branch1,extra,327,327,0
0,64,0,1,split0_class0_branch1,extra,363,363,1
0,64,0,1,split0_class0_branch1,extra,364,364,1
0,64,0,1,split0_class0_branch1,extra,370,370,1
0,64,0,1,split0_class0_branch1,extra,378,378,0
0,64,0,1,split0_class0_branch1,extra,407,407,0
0,64,0,1,split0_class0_branch1,extra,428,428,1
0,64,0,1,split0_class0_branch1,extra,443,443,1
