dataset,repeat,split_id,split_seed,split_policy,split_part,node_idx
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,0
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,1
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,2
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,14
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,15
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,16
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,17
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,19
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,20
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,23
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,25
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,33
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,34
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,37
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,42
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,44
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,46
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,47
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,51
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,52
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,58
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,59
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,60
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,61
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,63
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,65
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,67
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,68
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,70
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,71
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,73
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,75
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,76
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,77
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,78
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,81
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,82
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,84
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,86
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,91
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,92
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,99
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,100
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,101
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,104
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,106
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,107
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,109
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,110
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,111
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,113
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,115
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,116
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,117
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,118
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,119
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,121
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,123
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,125
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,129
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,130
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,132
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,134
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,135
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,136
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,138
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,139
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,141
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,142
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,143
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,144
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,146
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,147
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,148
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,150
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,152
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,153
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,154
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,155
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,157
chameleon,2,2,2,fixed_geom_gcn_split_id_2,train,158
