dataset,repeat,split_id,split_seed,split_policy,split_part,node_idx
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,50
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,123
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,48
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,156
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,174
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,121
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,88
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,114
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,176
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,1
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,100
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,101
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,111
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,76
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,29
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,58
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,173
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,36
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,2
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,84
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,47
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,79
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,14
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,62
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,181
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,163
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,38
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,12
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,54
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,87
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,178
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,75
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,24
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,98
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,81
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,148
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,90
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,136
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,63
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,43
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,182
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,68
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,96
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,11
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,170
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,97
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,153
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,122
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,172
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,104
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,16
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,144
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,77
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,26
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,3
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,71
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,93
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,39
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,116
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,31
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,161
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,137
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,65
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,19
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,115
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,52
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,150
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,106
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,151
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,131
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,32
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,162
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,15
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,35
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,70
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,117
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,59
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,149
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,95
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,99
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,126
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,34
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,171
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,180
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,83
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,102
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,train,177
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,val,138
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,val,113
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,val,105
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,val,78
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,val,164
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,val,20
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,val,66
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,val,7
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,val,130
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,val,28
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,val,92
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,val,56
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,val,9
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,val,18
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,val,158
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,val,159
texas,9,,20260428,random_stratified_matching_fixed_split0_class_counts,val,82
