split,class_label,class_dim,branch_index,kind,confuser_class,node_idx_sorted,original_node_id
0,0,64,0,root,,8,8
0,0,64,0,root,,21,21
0,0,64,0,root,,31,31
0,0,64,0,root,,37,37
0,0,64,0,root,,61,61
0,0,64,0,root,,70,70
0,0,64,0,root,,79,79
0,0,64,0,root,,86,86
0,0,64,0,root,,101,101
0,0,64,0,root,,113,113
0,0,64,0,root,,122,122
0,0,64,0,root,,128,128
0,0,64,0,root,,129,129
0,0,64,0,root,,134,134
0,0,64,0,root,,184,184
0,0,64,0,root,,194,194
0,0,64,0,root,,195,195
0,0,64,0,root,,198,198
0,0,64,0,root,,207,207
0,0,64,0,root,,226,226
0,0,64,0,root,,246,246
0,0,64,0,root,,256,256
0,0,64,0,root,,273,273
0,0,64,0,root,,275,275
0,0,64,0,root,,276,276
0,0,64,0,root,,285,285
0,0,64,0,root,,287,287
0,0,64,0,root,,289,289
0,0,64,0,root,,318,318
0,0,64,0,root,,325,325
0,0,64,0,root,,327,327
0,0,64,0,root,,363,363
0,0,64,0,root,,364,364
0,0,64,0,root,,370,370
0,0,64,0,root,,378,378
0,0,64,0,root,,407,407
0,0,64,0,root,,428,428
0,0,64,0,root,,443,443
0,0,64,0,root,,445,445
0,0,64,0,root,,455,455
0,0,64,0,root,,456,456
0,0,64,0,root,,459,459
0,0,64,0,root,,474,474
0,0,64,0,root,,482,482
0,0,64,0,root,,483,483
0,0,64,0,root,,485,485
0,0,64,0,root,,486,486
0,0,64,0,root,,490,490
0,0,64,0,root,,501,501
0,0,64,0,root,,519,519
0,0,64,0,root,,525,525
0,0,64,0,root,,535,535
0,0,64,0,root,,537,537
0,0,64,0,root,,542,542
0,0,64,0,root,,559,559
0,0,64,0,root,,570,570
0,0,64,0,root,,580,580
0,0,64,0,root,,591,591
0,0,64,0,root,,599,599
0,0,64,0,root,,613,613
0,0,64,0,root,,614,614
0,0,64,0,root,,627,627
0,0,64,0,root,,628,628
0,0,64,0,root,,633,633
0,0,64,0,root,,649,649
0,0,64,0,root,,653,653
0,0,64,0,root,,684,684
0,0,64,0,root,,687,687
0,0,64,0,root,,688,688
0,0,64,0,root,,689,689
0,0,64,0,root,,699,699
0,0,64,0,root,,700,700
0,0,64,0,root,,717,717
0,0,64,0,root,,719,719
0,0,64,0,root,,732,732
0,0,64,0,root,,744,744
0,0,64,0,root,,768,768
0,0,64,0,root,,793,793
0,0,64,0,root,,809,809
0,0,64,0,root,,816,816
0,0,64,0,root,,823,823
0,0,64,0,root,,826,826
0,0,64,0,root,,848,848
0,0,64,0,root,,850,850
0,0,64,0,root,,864,864
0,0,64,0,root,,874,874
0,0,64,0,root,,876,876
0,0,64,0,root,,897,897
0,0,64,0,root,,901,901
0,0,64,0,root,,908,908
0,0,64,0,root,,910,910
0,0,64,0,root,,913,913
0,0,64,0,root,,917,917
0,0,64,0,root,,921,921
0,0,64,0,root,,923,923
0,0,64,0,root,,947,947
0,0,64,0,root,,954,954
0,0,64,0,root,,965,965
0,0,64,0,root,,999,999
0,0,64,0,root,,1008,1008
0,0,64,0,root,,1012,1012
0,0,64,0,root,,1015,1015
0,0,64,0,root,,1021,1021
0,0,64,0,root,,1026,1026
0,0,64,0,root,,1032,1032
0,0,64,0,root,,1036,1036
0,0,64,0,root,,1044,1044
0,0,64,0,root,,1059,1059
0,0,64,0,root,,1081,1081
0,0,64,0,root,,1088,1088
0,0,64,0,root,,1096,1096
0,0,64,0,root,,1115,1115
0,0,64,0,root,,1121,1121
0,0,64,0,root,,1123,1123
0,0,64,0,root,,1130,1130
0,0,64,0,root,,1132,1132
0,0,64,0,root,,1135,1135
0,0,64,0,root,,1137,1137
0,0,64,0,root,,1154,1154
0,0,64,0,root,,1215,1215
0,0,64,0,root,,1218,1218
0,0,64,0,root,,1226,1226
0,0,64,0,root,,1234,1234
0,0,64,0,root,,1252,1252
0,0,64,0,root,,1255,1255
0,0,64,0,root,,1266,1266
0,0,64,0,root,,1270,1270
0,0,64,0,root,,1286,1286
0,0,64,0,root,,1302,1302
0,0,64,0,root,,1309,1309
0,0,64,0,root,,1310,1310
0,0,64,0,root,,1315,1315
0,0,64,0,root,,1320,1320
0,0,64,0,root,,1321,1321
0,0,64,0,root,,1323,1323
0,0,64,0,root,,1329,1329
0,0,64,0,root,,1346,1346
0,0,64,0,root,,1352,1352
0,0,64,0,root,,1359,1359
0,0,64,0,root,,1377,1377
0,0,64,0,root,,1387,1387
0,0,64,0,root,,1391,1391
0,0,64,0,root,,1396,1396
0,0,64,0,root,,1400,1400
0,0,64,0,root,,1406,1406
0,0,64,0,root,,1408,1408
0,0,64,0,root,,1429,1429
0,0,64,0,root,,1447,1447
0,0,64,0,root,,1458,1458
0,0,64,0,root,,1469,1469
0,0,64,0,root,,1472,1472
0,0,64,0,root,,1490,1490
0,0,64,0,root,,1500,1500
0,0,64,0,root,,1506,1506
0,0,64,0,root,,1511,1511
0,0,64,0,root,,1518,1518
0,0,64,0,root,,1529,1529
0,0,64,0,root,,1539,1539
0,0,64,0,root,,1550,1550
0,0,64,0,root,,1553,1553
0,0,64,0,root,,1568,1568
0,0,64,0,root,,1570,1570
0,0,64,0,root,,1584,1584
0,0,64,0,root,,1589,1589
0,0,64,0,root,,1592,1592
0,0,64,0,root,,1594,1594
0,0,64,0,root,,1597,1597
0,0,64,0,root,,1617,1617
0,0,64,0,root,,1620,1620
0,0,64,0,root,,1631,1631
0,0,64,0,root,,1659,1659
0,0,64,0,root,,1678,1678
0,0,64,0,root,,1684,1684
0,0,64,0,root,,1696,1696
0,0,64,0,root,,1717,1717
0,0,64,0,root,,1731,1731
0,0,64,0,root,,1735,1735
0,0,64,0,root,,1753,1753
0,0,64,0,root,,1758,1758
0,0,64,0,root,,1769,1769
0,0,64,0,root,,1786,1786
0,0,64,0,root,,1817,1817
0,0,64,0,root,,1823,1823
0,0,64,0,root,,1832,1832
0,0,64,0,root,,1839,1839
0,0,64,0,root,,1844,1844
0,0,64,0,root,,1850,1850
0,0,64,0,root,,1878,1878
0,0,64,0,root,,1884,1884
0,0,64,0,root,,1904,1904
0,0,64,0,root,,1914,1914
0,0,64,0,root,,1941,1941
0,0,64,0,root,,1942,1942
0,0,64,0,root,,1943,1943
0,0,64,0,root,,1945,1945
0,0,64,0,root,,1960,1960
0,0,64,0,root,,1966,1966
0,0,64,0,root,,1978,1978
0,0,64,0,root,,1985,1985
0,0,64,0,root,,1989,1989
0,0,64,0,root,,1991,1991
0,0,64,0,root,,2008,2008
0,0,64,0,root,,2022,2022
0,0,64,0,root,,2028,2028
0,0,64,0,root,,2037,2037
0,0,64,0,root,,2066,2066
0,0,64,0,root,,2089,2089
0,0,64,0,root,,2094,2094
0,0,64,0,root,,2105,2105
0,0,64,0,root,,2108,2108
0,0,64,0,root,,2120,2120
0,0,64,0,root,,2133,2133
0,0,64,0,root,,2142,2142
0,0,64,0,root,,2154,2154
0,0,64,0,root,,2163,2163
0,0,64,0,root,,2184,2184
0,0,64,0,root,,2206,2206
0,0,64,0,root,,2211,2211
0,0,64,0,root,,2219,2219
0,0,64,0,root,,2227,2227
0,0,64,0,root,,2231,2231
0,0,64,0,root,,2232,2232
0,0,64,0,root,,2247,2247
0,0,64,0,root,,2252,2252
0,0,64,0,root,,2253,2253
0,0,64,1,extra,1,21,21
0,0,64,1,extra,1,61,61
0,0,64,1,extra,1,70,70
0,0,64,1,extra,1,79,79
0,0,64,1,extra,1,86,86
0,0,64,1,extra,1,101,101
0,0,64,1,extra,1,184,184
0,0,64,1,extra,1,194,194
0,0,64,1,extra,1,207,207
0,0,64,1,extra,1,246,246
0,0,64,1,extra,1,256,256
0,0,64,1,extra,1,287,287
0,0,64,1,extra,1,289,289
0,0,64,1,extra,1,325,325
0,0,64,1,extra,1,327,327
0,0,64,1,extra,1,363,363
0,0,64,1,extra,1,364,364
0,0,64,1,extra,1,370,370
0,0,64,1,extra,1,428,428
0,0,64,1,extra,1,443,443
0,0,64,1,extra,1,474,474
0,0,64,1,extra,1,483,483
0,0,64,1,extra,1,485,485
0,0,64,1,extra,1,501,501
0,0,64,1,extra,1,519,519
0,0,64,1,extra,1,535,535
0,0,64,1,extra,1,559,559
0,0,64,1,extra,1,613,613
0,0,64,1,extra,1,614,614
0,0,64,1,extra,1,628,628
0,0,64,1,extra,1,649,649
0,0,64,1,extra,1,684,684
0,0,64,1,extra,1,689,689
0,0,64,1,extra,1,700,700
0,0,64,1,extra,1,717,717
0,0,64,1,extra,1,768,768
0,0,64,1,extra,1,809,809
0,0,64,1,extra,1,864,864
0,0,64,1,extra,1,874,874
0,0,64,1,extra,1,876,876
0,0,64,1,extra,1,897,897
0,0,64,1,extra,1,901,901
0,0,64,1,extra,1,913,913
0,0,64,1,extra,1,954,954
0,0,64,1,extra,1,1026,1026
0,0,64,1,extra,1,1036,1036
0,0,64,1,extra,1,1044,1044
0,0,64,1,extra,1,1059,1059
0,0,64,1,extra,1,1096,1096
0,0,64,1,extra,1,1115,1115
0,0,64,1,extra,1,1121,1121
0,0,64,1,extra,1,1130,1130
0,0,64,1,extra,1,1135,1135
0,0,64,1,extra,1,1154,1154
0,0,64,1,extra,1,1234,1234
0,0,64,1,extra,1,1252,1252
0,0,64,1,extra,1,1266,1266
0,0,64,1,extra,1,1270,1270
0,0,64,1,extra,1,1286,1286
0,0,64,1,extra,1,1310,1310
0,0,64,1,extra,1,1321,1321
0,0,64,1,extra,1,1323,1323
0,0,64,1,extra,1,1346,1346
0,0,64,1,extra,1,1377,1377
0,0,64,1,extra,1,1396,1396
0,0,64,1,extra,1,1406,1406
0,0,64,1,extra,1,1447,1447
0,0,64,1,extra,1,1469,1469
0,0,64,1,extra,1,1472,1472
0,0,64,1,extra,1,1518,1518
0,0,64,1,extra,1,1529,1529
0,0,64,1,extra,1,1550,1550
0,0,64,1,extra,1,1594,1594
0,0,64,1,extra,1,1597,1597
0,0,64,1,extra,1,1617,1617
0,0,64,1,extra,1,1631,1631
0,0,64,1,extra,1,1678,1678
0,0,64,1,extra,1,1684,1684
0,0,64,1,extra,1,1731,1731
0,0,64,1,extra,1,1735,1735
0,0,64,1,extra,1,1753,1753
0,0,64,1,extra,1,1839,1839
0,0,64,1,extra,1,1904,1904
0,0,64,1,extra,1,1941,1941
0,0,64,1,extra,1,1945,1945
0,0,64,1,extra,1,1978,1978
0,0,64,1,extra,1,2037,2037
0,0,64,1,extra,1,2066,2066
0,0,64,1,extra,1,2089,2089
0,0,64,1,extra,1,2105,2105
0,0,64,1,extra,1,2120,2120
0,0,64,1,extra,1,2184,2184
0,0,64,1,extra,1,2206,2206
0,0,64,1,extra,1,2219,2219
0,0,64,2,extra,2,70,70
0,0,64,2,extra,2,79,79
0,0,64,2,extra,2,101,101
0,0,64,2,extra,2,113,113
0,0,64,2,extra,2,128,128
0,0,64,2,extra,2,184,184
0,0,64,2,extra,2,207,207
0,0,64,2,extra,2,246,246
0,0,64,2,extra,2,275,275
0,0,64,2,extra,2,276,276
0,0,64,2,extra,2,287,287
0,0,64,2,extra,2,289,289
0,0,64,2,extra,2,318,318
0,0,64,2,extra,2,325,325
0,0,64,2,extra,2,327,327
0,0,64,2,extra,2,364,364
0,0,64,2,extra,2,378,378
0,0,64,2,extra,2,407,407
0,0,64,2,extra,2,485,485
0,0,64,2,extra,2,490,490
0,0,64,2,extra,2,501,501
0,0,64,2,extra,2,535,535
0,0,64,2,extra,2,614,614
0,0,64,2,extra,2,649,649
0,0,64,2,extra,2,684,684
0,0,64,2,extra,2,689,689
0,0,64,2,extra,2,700,700
0,0,64,2,extra,2,768,768
0,0,64,2,extra,2,864,864
0,0,64,2,extra,2,874,874
0,0,64,2,extra,2,913,913
0,0,64,2,extra,2,923,923
0,0,64,2,extra,2,954,954
0,0,64,2,extra,2,1012,1012
0,0,64,2,extra,2,1026,1026
0,0,64,2,extra,2,1036,1036
0,0,64,2,extra,2,1044,1044
0,0,64,2,extra,2,1059,1059
0,0,64,2,extra,2,1081,1081
0,0,64,2,extra,2,1115,1115
0,0,64,2,extra,2,1135,1135
0,0,64,2,extra,2,1154,1154
0,0,64,2,extra,2,1234,1234
0,0,64,2,extra,2,1270,1270
0,0,64,2,extra,2,1286,1286
0,0,64,2,extra,2,1310,1310
0,0,64,2,extra,2,1323,1323
0,0,64,2,extra,2,1346,1346
0,0,64,2,extra,2,1359,1359
0,0,64,2,extra,2,1377,1377
0,0,64,2,extra,2,1396,1396
0,0,64,2,extra,2,1406,1406
0,0,64,2,extra,2,1469,1469
0,0,64,2,extra,2,1472,1472
0,0,64,2,extra,2,1500,1500
0,0,64,2,extra,2,1518,1518
0,0,64,2,extra,2,1539,1539
0,0,64,2,extra,2,1550,1550
0,0,64,2,extra,2,1553,1553
0,0,64,2,extra,2,1568,1568
0,0,64,2,extra,2,1584,1584
0,0,64,2,extra,2,1594,1594
0,0,64,2,extra,2,1597,1597
0,0,64,2,extra,2,1684,1684
0,0,64,2,extra,2,1717,1717
0,0,64,2,extra,2,1753,1753
0,0,64,2,extra,2,1839,1839
0,0,64,2,extra,2,1904,1904
0,0,64,2,extra,2,1914,1914
0,0,64,2,extra,2,1945,1945
0,0,64,2,extra,2,1978,1978
0,0,64,2,extra,2,1989,1989
0,0,64,2,extra,2,2028,2028
0,0,64,2,extra,2,2037,2037
0,0,64,2,extra,2,2066,2066
0,0,64,2,extra,2,2089,2089
0,0,64,2,extra,2,2094,2094
0,0,64,2,extra,2,2105,2105
0,0,64,2,extra,2,2120,2120
0,0,64,2,extra,2,2163,2163
0,0,64,2,extra,2,2184,2184
0,0,64,2,extra,2,2206,2206
0,0,64,2,extra,2,2219,2219
0,0,64,2,extra,2,2253,2253
0,1,48,0,root,,10,10
0,1,48,0,root,,14,14
0,1,48,0,root,,24,24
0,1,48,0,root,,25,25
0,1,48,0,root,,35,35
0,1,48,0,root,,55,55
0,1,48,0,root,,62,62
0,1,48,0,root,,68,68
0,1,48,0,root,,72,72
0,1,48,0,root,,96,96
0,1,48,0,root,,112,112
0,1,48,0,root,,130,130
0,1,48,0,root,,143,143
0,1,48,0,root,,150,150
0,1,48,0,root,,159,159
0,1,48,0,root,,178,178
0,1,48,0,root,,185,185
0,1,48,0,root,,189,189
0,1,48,0,root,,212,212
0,1,48,0,root,,213,213
0,1,48,0,root,,231,231
0,1,48,0,root,,237,237
0,1,48,0,root,,241,241
0,1,48,0,root,,271,271
0,1,48,0,root,,294,294
0,1,48,0,root,,308,308
0,1,48,0,root,,311,311
0,1,48,0,root,,335,335
0,1,48,0,root,,338,338
0,1,48,0,root,,341,341
0,1,48,0,root,,344,344
0,1,48,0,root,,347,347
0,1,48,0,root,,351,351
0,1,48,0,root,,365,365
0,1,48,0,root,,372,372
0,1,48,0,root,,373,373
0,1,48,0,root,,375,375
0,1,48,0,root,,380,380
0,1,48,0,root,,387,387
0,1,48,0,root,,400,400
0,1,48,0,root,,406,406
0,1,48,0,root,,418,418
0,1,48,0,root,,422,422
0,1,48,0,root,,424,424
0,1,48,0,root,,434,434
0,1,48,0,root,,439,439
0,1,48,0,root,,451,451
0,1,48,0,root,,488,488
0,1,48,0,root,,494,494
0,1,48,0,root,,503,503
0,1,48,0,root,,508,508
0,1,48,0,root,,522,522
0,1,48,0,root,,548,548
0,1,48,0,root,,560,560
0,1,48,0,root,,562,562
0,1,48,0,root,,595,595
0,1,48,0,root,,607,607
0,1,48,0,root,,618,618
0,1,48,0,root,,623,623
0,1,48,0,root,,638,638
0,1,48,0,root,,642,642
0,1,48,0,root,,654,654
0,1,48,0,root,,662,662
0,1,48,0,root,,670,670
0,1,48,0,root,,677,677
0,1,48,0,root,,680,680
0,1,48,0,root,,698,698
0,1,48,0,root,,725,725
0,1,48,0,root,,739,739
0,1,48,0,root,,740,740
0,1,48,0,root,,743,743
0,1,48,0,root,,757,757
0,1,48,0,root,,762,762
0,1,48,0,root,,765,765
0,1,48,0,root,,772,772
0,1,48,0,root,,792,792
0,1,48,0,root,,803,803
0,1,48,0,root,,804,804
0,1,48,0,root,,815,815
0,1,48,0,root,,825,825
0,1,48,0,root,,831,831
0,1,48,0,root,,859,859
0,1,48,0,root,,872,872
0,1,48,0,root,,888,888
0,1,48,0,root,,892,892
0,1,48,0,root,,894,894
0,1,48,0,root,,907,907
0,1,48,0,root,,925,925
0,1,48,0,root,,953,953
0,1,48,0,root,,963,963
0,1,48,0,root,,972,972
0,1,48,0,root,,989,989
0,1,48,0,root,,1003,1003
0,1,48,0,root,,1055,1055
0,1,48,0,root,,1057,1057
0,1,48,0,root,,1072,1072
0,1,48,0,root,,1093,1093
0,1,48,0,root,,1095,1095
0,1,48,0,root,,1098,1098
0,1,48,0,root,,1103,1103
0,1,48,0,root,,1125,1125
0,1,48,0,root,,1127,1127
0,1,48,0,root,,1128,1128
0,1,48,0,root,,1129,1129
0,1,48,0,root,,1166,1166
0,1,48,0,root,,1171,1171
0,1,48,0,root,,1175,1175
0,1,48,0,root,,1176,1176
0,1,48,0,root,,1190,1190
0,1,48,0,root,,1237,1237
0,1,48,0,root,,1240,1240
0,1,48,0,root,,1254,1254
0,1,48,0,root,,1258,1258
0,1,48,0,root,,1261,1261
0,1,48,0,root,,1271,1271
