dataset,repeat,split_id,split_seed,split_policy,split_part,node_idx
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,0
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,1
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,3
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,4
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,5
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,7
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,8
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,9
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,10
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,11
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,15
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,17
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,18
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,19
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,20
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,21
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,24
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,25
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,27
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,28
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,31
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,36
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,37
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,38
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,42
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,43
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,45
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,47
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,48
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,50
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,51
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,54
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,55
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,56
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,57
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,61
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,63
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,64
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,67
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,70
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,72
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,75
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,77
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,78
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,80
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,83
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,85
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,88
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,89
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,95
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,96
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,97
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,98
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,99
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,104
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,107
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,108
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,109
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,112
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,115
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,117
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,118
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,121
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,123
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,125
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,132
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,133
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,134
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,139
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,140
chameleon,3,3,3,fixed_geom_gcn_split_id_3,train,145
